CityCode;CountryCode;UtcOffset;TimeZoneId;Names.Name.@LanguageCode;Names.Name.$;Airports.AirportCode
AAA;PF;-10:00;Pacific/Tahiti;EN;Anaa;AAA
AAB;AU;+10:00;Australia/Brisbane;EN;Arrabury;AAB
AAC;EG;+02:00;Africa/Cairo;EN;El Arish;AAC
AAD;SO;+03:00;Africa/Mogadishu;EN;Adado;AAD
AAE;DZ;+01:00;Africa/Algiers;EN;Annaba;AAE
AAF;US;-05:00;America/New_York;EN;Apalachicola;AAF
AAG;BR;-03:00;America/Araguaina;EN;Arapoti;AAG
AAH;DE;+01:00;Europe/Berlin;EN;Aachen;['AAH', 'AAW', 'XHJ']
AAI;BR;-03:00;America/Araguaina;EN;Arraias;AAI
AAJ;SR;-03:00;America/Paramaribo;EN;Awaradam;AAJ
AAK;KI;+12:00;Pacific/Tarawa;EN;Aranuka;AAK
AAL;DK;+01:00;Europe/Copenhagen;EN;Aalborg;['AAL', 'ZTG']
AAM;ZA;+02:00;Africa/Johannesburg;EN;Mala Mala;AAM
AAN;AE;+04:00;Asia/Dubai;EN;Al Ain;['AAN', 'ZVH']
AAO;VE;-04:00;America/Caracas;EN;Anaco;AAO
AAQ;RU;+03:00;Europe/Moscow;EN;Anapa;AAQ
AAR;DK;+01:00;Europe/Copenhagen;EN;Aarhus;['AAR', 'ZBU', 'ZID', 'ZJH']
AAS;ID;+09:00;Asia/Jayapura;EN;Apalapsili;AAS
AAT;CN;+08:00;Asia/Shanghai;EN;Altay;AAT
AAU;WS;+13:00;Pacific/Apia;EN;Asau;AAU
AAV;PH;+08:00;Asia/Manila;EN;Surallah;AAV
AAW;PK;+05:00;Asia/Karachi;EN;Abbottabad;
AAX;BR;-03:00;America/Araguaina;EN;Araxa;AAX
AAY;YE;+03:00;Asia/Aden;EN;Al Ghaydah;AAY
AAZ;GT;-06:00;America/Guatemala;EN;Quetzaltenango;AAZ
ABA;RU;+07:00;Asia/Tomsk;EN;Abakan;ABA
ABB;NG;+01:00;Africa/Lagos;EN;Asaba;ABB
ABC;ES;+01:00;Europe/Madrid;EN;Albacete;['ABC', 'EEM', 'XJJ']
ABD;IR;+03:30;Asia/Tehran;EN;Abadan;ABD
ABE;US;-05:00;America/New_York;EN;Allentown/Bethlehem/Easton;ABE
ABF;KI;+12:00;Pacific/Tarawa;EN;Abaiang;ABF
ABG;AU;+10:00;Australia/Brisbane;EN;Abingdon Downs;ABG
ABH;AU;+10:00;Australia/Brisbane;EN;Alpha;ABH
ABI;US;-06:00;America/Chicago;EN;Abilene;['ABI', 'DYS']
ABJ;CI;+00:00;Africa/Abidjan;EN;Abidjan;ABJ
ABK;ET;+03:00;Africa/Addis_Ababa;EN;Kebri Dehar;ABK
ABL;US;-09:00;America/Anchorage;EN;Ambler;ABL
ABM;AU;+10:00;Australia/Brisbane;EN;Bamaga;ABM
ABN;SR;-03:00;America/Paramaribo;EN;Albina;ABN
ABO;CI;+00:00;Africa/Abidjan;EN;Aboisso;ABO
ABP;PG;+10:00;Pacific/Port_Moresby;EN;Atkamba;ABP
ABQ;US;-07:00;America/Denver;EN;Albuquerque;ABQ
ABR;US;-06:00;America/Chicago;EN;Aberdeen;ABR
ABS;EG;+02:00;Africa/Cairo;EN;Abu Simbel;ABS
ABT;SA;+03:00;Asia/Riyadh;EN;Al Baha;ABT
ABU;ID;+08:00;Asia/Makassar;EN;Atambua;ABU
ABV;NG;+01:00;Africa/Lagos;EN;Abuja;ABV
ABW;PG;+10:00;Pacific/Port_Moresby;EN;Abau;ABW
ABX;AU;+10:00;Australia/Sydney;EN;Albury;ABX
ABY;US;-05:00;America/New_York;EN;Albany;['ABY', 'NAB']
ABZ;GB;+00:00;Europe/London;EN;Aberdeen;['ABZ', 'ZXA']
ACA;MX;-06:00;America/Mexico_City;EN;Acapulco;ACA
ACB;US;-05:00;America/New_York;EN;Bellaire;ACB
ACC;GH;+00:00;Africa/Accra;EN;Accra;ACC
ACD;CO;-05:00;America/Bogota;EN;Acandi;ACD
ACE;ES;+00:00;Atlantic/Canary;EN;Lanzarote;ACE
ACF;CN;+08:00;Asia/Shanghai;EN;Alaer;ACF
ACH;CH;+01:00;Europe/Zurich;EN;Altenrhein;ACH
ACI;GB;+00:00;Europe/London;EN;Alderney;ACI
ACJ;LK;+05:30;Asia/Colombo;EN;Anuradhapura;ACJ
ACK;US;-05:00;America/New_York;EN;Nantucket;ACK
ACL;CO;-05:00;America/Bogota;EN;Aguaclara;ACL
ACM;CO;-05:00;America/Bogota;EN;Arica;ACM
ACN;MX;-06:00;America/Matamoros;EN;Ciudad Acuna;ACN
ACO;CH;+01:00;Europe/Zurich;EN;Ascona;ACO
ACP;IR;+03:30;Asia/Tehran;EN;Maragheh;ACP
ACQ;ES;+01:00;Europe/Madrid;EN;Estacion De Alicante;
ACR;CO;-05:00;America/Bogota;EN;Araracuara;ACR
ACS;RU;+07:00;Asia/Tomsk;EN;Achinsk;ACS
ACT;US;-06:00;America/Chicago;EN;Waco;['ACT', 'CNW']
ACU;PA;-05:00;America/Panama;EN;Achutupo;ACU
ACV;US;-08:00;America/Los_Angeles;EN;Arcata/Eureka;['ACV', 'EKA', 'NLN']
ACX;CN;+08:00;Asia/Shanghai;EN;Xingyi;ACX
ACY;US;-05:00;America/New_York;EN;Atlantic City;['ACY', 'AIY', 'JSL', 'ZRA']
ACZ;IR;+03:30;Asia/Tehran;EN;Zabol;ACZ
ADA;TR;+03:00;Europe/Istanbul;EN;Adana;['ADA', 'UAB']
ADC;PG;+10:00;Pacific/Port_Moresby;EN;Andakombe;ADC
ADD;ET;+03:00;Africa/Addis_Ababa;EN;Addis Ababa;ADD
ADE;YE;+03:00;Asia/Aden;EN;Aden;ADE
ADF;TR;+03:00;Europe/Istanbul;EN;Adiyaman;ADF
ADG;US;-05:00;America/New_York;EN;Adrian;ADG
ADH;RU;+09:00;Asia/Yakutsk;EN;Aldan;ADH
ADI;NA;+02:00;Africa/Windhoek;EN;Arandis;ADI
ADK;US;-10:00;America/Adak;EN;Adak Island;ADK
ADL;AU;+09:30;Australia/Adelaide;EN;Adelaide;['ADL', 'XHX']
ADM;US;-06:00;America/Chicago;EN;Ardmore;['ADM', 'AHD']
ADN;CO;-05:00;America/Bogota;EN;Andes;ADN
ADO;AU;+09:30;Australia/Adelaide;EN;Andamooka;ADO
ADP;LK;+05:30;Asia/Colombo;EN;Ampara;['ADP', 'AFK']
ADQ;US;-09:00;America/Anchorage;EN;Kodiak;['ADQ', 'KDK', 'WDY']
ADR;US;-05:00;America/New_York;EN;Andrews;ADR
ADT;US;-06:00;America/Chicago;EN;Ada;ADT
ADU;IR;+03:30;Asia/Tehran;EN;Ardabil;ADU
ADV;SD;+02:00;Africa/Khartoum;EN;Addeain;ADV
ADW;US;-05:00;America/New_York;EN;Camp Springs;['ADW', 'NSF']
ADX;GB;+00:00;Europe/London;EN;St Andrews;ADX
ADY;ZA;+02:00;Africa/Johannesburg;EN;Alldays;ADY
ADZ;CO;-05:00;America/Bogota;EN;San Andres Island;ADZ
AEA;KI;+12:00;Pacific/Tarawa;EN;Abemama;AEA
AEB;CN;+08:00;Asia/Shanghai;EN;Baise;AEB
AED;US;-09:00;America/Anchorage;EN;Aleneva;AED
AEE;SS;+02:00;Africa/Juba;EN;Adareil;AEE
AEG;ID;+07:00;Asia/Pontianak;EN;Aek Godang;AEG
AEH;TD;+01:00;Africa/Ndjamena;EN;Abeche;AEH
AEI;ES;+01:00;Europe/Madrid;EN;Algeciras;['AEI', 'AXI']
AEJ;KW;+03:00;Asia/Kuwait;EN;Ahmed Al Jaber;AEJ
AEK;PG;+10:00;Pacific/Port_Moresby;EN;Aseki;AEK
AEL;US;-06:00;America/Chicago;EN;Albert Lea;AEL
AEM;RU;+10:00;Asia/Vladivostok;EN;Amgu;AEM
AEO;MR;+00:00;Africa/Nouakchott;EN;Aioun El Atrouss;AEO
AEQ;CN;+08:00;Asia/Shanghai;EN;Chifeng;AEQ
AER;RU;+03:00;Europe/Moscow;EN;Sochi;AER
AES;NO;+01:00;Europe/Oslo;EN;Alesund;AES
AET;US;-09:00;America/Anchorage;EN;Allakaket;AET
AEU;IR;+03:30;Asia/Tehran;EN;Abu Musa Island;AEU
AEX;US;-06:00;America/Chicago;EN;Alexandria;['AEX', 'ESF']
AEY;IS;+00:00;Atlantic/Reykjavik;EN;Akureyri;AEY
AFA;AR;-03:00;America/Argentina/Buenos_Aires;EN;San Rafael;AFA
AFD;ZA;+02:00;Africa/Johannesburg;EN;Port Alfred;AFD
AFI;CO;-05:00;America/Bogota;EN;Amalfi;AFI
AFL;BR;-04:00;America/Porto_Velho;EN;Alta Floresta;AFL
AFN;US;-05:00;America/New_York;EN;Jaffrey;AFN
AFO;US;-07:00;America/Denver;EN;Afton;AFO
AFR;PG;+10:00;Pacific/Port_Moresby;EN;Afore;AFR
AFS;UZ;+05:00;Asia/Tashkent;EN;Zarafshan;AFS
AFT;SB;+11:00;Pacific/Guadalcanal;EN;Afutara;AFT
AFU;QA;+03:00;Asia/Qatar;EN;Al Udeid;AFU
AFY;TR;+03:00;Europe/Istanbul;EN;Afyon;AFY
AFZ;IR;+03:30;Asia/Tehran;EN;Sabzevar;AFZ
AGA;MA;+01:00;Africa/Casablanca;EN;Agadir;AGA
AGD;ID;+09:00;Asia/Jayapura;EN;Anggi;AGD
AGE;DE;+01:00;Europe/Berlin;EN;Wangerooge;AGE
AGF;FR;+01:00;Europe/Paris;EN;Agen;AGF
AGG;PG;+10:00;Pacific/Port_Moresby;EN;Angoram;AGG
AGH;SE;+01:00;Europe/Stockholm;EN;Angelholm/Helsingborg;['AGH', 'JHE', 'XYH', 'XYQ']
AGI;SR;-03:00;America/Paramaribo;EN;Wageningen;AGI
AGJ;JP;+09:00;Asia/Tokyo;EN;Aguni;AGJ
AGK;PG;+10:00;Pacific/Port_Moresby;EN;Kagua;AGK
AGL;PG;+10:00;Pacific/Port_Moresby;EN;Wanigela;AGL
AGM;GL;-03:00;America/Godthab;EN;Tasiilaq;AGM
AGN;US;-09:00;America/Anchorage;EN;Angoon;AGN
AGO;US;-06:00;America/Chicago;EN;Magnolia;AGO
AGP;ES;+01:00;Europe/Madrid;EN;Malaga;['AGP', 'YJM']
AGQ;GR;+02:00;Europe/Athens;EN;Agrinion;AGQ
AGR;IN;+05:30;Asia/Kolkata;EN;Agra;AGR
AGS;US;-05:00;America/New_York;EN;Augusta;['AGS', 'DNL']
AGT;PY;-04:00;America/Asuncion;EN;Ciudad Del Este;AGT
AGU;MX;-06:00;America/Mexico_City;EN;Aguascalientes;AGU
AGV;VE;-04:00;America/Caracas;EN;Acarigua;AGV
AGW;AU;+10:00;Australia/Brisbane;EN;Agnew;AGW
AGX;IN;+05:30;Asia/Kolkata;EN;Agatti Island;AGX
AGZ;ZA;+02:00;Africa/Johannesburg;EN;Aggeneys;AGZ
AHB;SA;+03:00;Asia/Riyadh;EN;Abha;AHB
AHC;US;-08:00;America/Los_Angeles;EN;Herlong;AHC
AHE;PF;-10:00;Pacific/Tahiti;EN;Ahe;AHE
AHF;US;-06:00;America/Chicago;EN;Arapahoe;AHF
AHH;US;-06:00;America/Chicago;EN;Amery;AHH
AHI;ID;+09:00;Asia/Jayapura;EN;Amahai;AHI
AHJ;CN;+08:00;Asia/Shanghai;EN;Aba Hongyuan;AHJ
AHL;GY;-04:00;America/Guyana;EN;Aishalton;AHL
AHM;US;-08:00;America/Los_Angeles;EN;Ashland;AHM
AHN;US;-05:00;America/New_York;EN;Athens;AHN
AHO;IT;+01:00;Europe/Rome;EN;Alghero;AHO
AHS;HN;-06:00;America/Tegucigalpa;EN;Ahuas;AHS
AHT;US;-10:00;America/Adak;EN;Amchitka;AHT
AHU;MA;+01:00;Africa/Casablanca;EN;Al Hoceima;AHU
AHW;OM;+04:00;Asia/Muscat;EN;Saih Rawl;AHW
AHY;MG;+03:00;Indian/Antananarivo;EN;Ambatolahy;AHY
AHZ;FR;+01:00;Europe/Paris;EN;L'alpe-D'huez;AHZ
AIA;US;-07:00;America/Denver;EN;Alliance;AIA
AIB;US;-09:00;America/Anchorage;EN;Anita Bay;AIB
AIC;MH;+12:00;Pacific/Majuro;EN;Airok;AIC
AID;US;-05:00;America/New_York;EN;Anderson;AID
AIE;PG;+10:00;Pacific/Port_Moresby;EN;Aiome;AIE
AIF;BR;-03:00;America/Araguaina;EN;Assis;AIF
AIG;CF;+01:00;Africa/Bangui;EN;Yalinga;AIG
AIH;PG;+10:00;Pacific/Port_Moresby;EN;Aiambak;AIH
AII;DJ;+03:00;Africa/Djibouti;EN;Ali Sabieh;AII
AIK;US;-05:00;America/New_York;EN;Aiken;AIK
AIL;PA;-05:00;America/Panama;EN;Ailigandi;AIL
AIM;MH;+12:00;Pacific/Majuro;EN;Ailuk Island;AIM
AIN;US;-09:00;America/Anchorage;EN;Wainwright;AIN
AIO;US;-06:00;America/Chicago;EN;Atlantic;AIO
AIP;IN;+05:30;Asia/Kolkata;EN;Adampur;AIP
AIR;BR;-04:00;America/Porto_Velho;EN;Aripuana;AIR
AIS;KI;+12:00;Pacific/Tarawa;EN;Arorae;AIS
AIT;CK;-10:00;Pacific/Rarotonga;EN;Aitutaki Island;AIT
AIU;CK;-10:00;Pacific/Rarotonga;EN;Atiu Island;AIU
AIV;US;-06:00;America/Chicago;EN;Aliceville;AIV
AIW;NA;+02:00;Africa/Windhoek;EN;Ai-Ais;AIW
AIY;US;-05:00;America/New_York;EN;Atlantic City;
AIZ;US;-06:00;America/Chicago;EN;Kaiser/Lake Of The Ozarks;AIZ
AJA;FR;+01:00;Europe/Paris;EN;Ajaccio;AJA
AJF;SA;+03:00;Asia/Riyadh;EN;Jouf;AJF
AJI;TR;+03:00;Europe/Istanbul;EN;Agri;AJI
AJJ;MR;+00:00;Africa/Nouakchott;EN;Akjoujt;AJJ
AJK;IR;+03:30;Asia/Tehran;EN;Araak;AJK
AJL;IN;+05:30;Asia/Kolkata;EN;Aizawl;AJL
AJN;KM;+03:00;Indian/Comoro;EN;Anjouan;AJN
AJO;YE;+03:00;Asia/Aden;EN;Aljouf;AJO
AJR;SE;+01:00;Europe/Stockholm;EN;Arvidsjaur;AJR
AJS;MX;-07:00;America/Mazatlan;EN;Punta Abreojos;AJS
AJU;BR;-03:00;America/Araguaina;EN;Aracaju;AJU
AJY;NE;+01:00;Africa/Niamey;EN;Agadez;AJY
AKA;CN;+08:00;Asia/Shanghai;EN;Ankang;AKA
AKB;US;-10:00;America/Adak;EN;Atka;AKB
AKD;IN;+05:30;Asia/Kolkata;EN;Akola;AKD
AKE;GA;+01:00;Africa/Libreville;EN;Akieni;AKE
AKF;LY;+02:00;Africa/Tripoli;EN;Kufra;AKF
AKG;PG;+10:00;Pacific/Port_Moresby;EN;Anguganak;AKG
AKH;SA;+03:00;Asia/Riyadh;EN;Al Kharj;AKH
AKI;US;-09:00;America/Anchorage;EN;Akiak;AKI
AKJ;JP;+09:00;Asia/Tokyo;EN;Asahikawa;AKJ
AKK;US;-09:00;America/Anchorage;EN;Akhiok;AKK
AKL;NZ;+12:00;Pacific/Auckland;EN;Auckland;['AKL', 'MHB', 'XNZ']
AKM;TD;+01:00;Africa/Ndjamena;EN;Zakouma;AKM
AKN;US;-09:00;America/Anchorage;EN;King Salmon;AKN
AKO;US;-07:00;America/Denver;EN;Akron;AKO
AKP;US;-09:00;America/Anchorage;EN;Anaktuvuk Pass;AKP
AKQ;ID;+07:00;Asia/Pontianak;EN;Menggala;AKQ
AKR;NG;+01:00;Africa/Lagos;EN;Akure;AKR
AKS;SB;+11:00;Pacific/Guadalcanal;EN;Auki;AKS
AKT;CY;+02:00;Asia/Nicosia;EN;Akrotiri;AKT
AKU;CN;+08:00;Asia/Shanghai;EN;Aksu;AKU
AKV;CA;-05:00;America/Toronto;EN;Akulivik;AKV
AKW;IR;+03:30;Asia/Tehran;EN;Aghajari;AKW
AKX;KZ;+05:00;Asia/Qyzylorda;EN;Aktobe;AKX
AKY;MM;+06:30;Asia/Yangon;EN;Sittwe;AKY
ALA;KZ;+06:00;Asia/Almaty;EN;Almaty;['ALA', 'BXJ']
ALB;US;-05:00;America/New_York;EN;Albany;['ALB', 'ZLY']
ALC;ES;+01:00;Europe/Madrid;EN;Alicante;['ACQ', 'ALC', 'YJE']
ALD;PE;-05:00;America/Lima;EN;Alerta;ALD
ALE;US;-06:00;America/Chicago;EN;Alpine;ALE
ALF;NO;+01:00;Europe/Oslo;EN;Alta;ALF
ALG;DZ;+01:00;Africa/Algiers;EN;Algiers;ALG
ALH;AU;+08:00;Australia/Perth;EN;Albany;ALH
ALI;US;-06:00;America/Chicago;EN;Alice;ALI
ALJ;ZA;+02:00;Africa/Johannesburg;EN;Alexander Bay;ALJ
ALK;ET;+03:00;Africa/Addis_Ababa;EN;Asela;ALK
ALL;IT;+01:00;Europe/Rome;EN;Albenga;ALL
ALM;US;-07:00;America/Denver;EN;Alamogordo;['ALM', 'HMN']
ALN;US;-06:00;America/Chicago;EN;Alton;ALN
ALO;US;-06:00;America/Chicago;EN;Waterloo;ALO
ALP;SY;+03:00;Asia/Damascus;EN;Aleppo;ALP
ALQ;BR;-03:00;America/Araguaina;EN;Alegrete;ALQ
ALR;NZ;+12:00;Pacific/Auckland;EN;Alexandra;ALR
ALS;US;-07:00;America/Denver;EN;Alamosa;ALS
ALT;BR;-03:00;America/Araguaina;EN;Alenquer;ALT
ALU;SO;+03:00;Africa/Mogadishu;EN;Alula;ALU
ALV;AD;+01:00;Europe/Andorra;EN;Andorra La Vella;ALV
ALW;US;-08:00;America/Los_Angeles;EN;Walla Walla;ALW
ALX;US;-06:00;America/Chicago;EN;Alexander City;ALX
ALY;EG;+02:00;Africa/Cairo;EN;Alexandria;['ALY', 'HBE']
ALZ;US;-09:00;America/Anchorage;EN;Alitak;ALZ
AMA;US;-06:00;America/Chicago;EN;Amarillo;['AMA', 'TDW']
AMB;MG;+03:00;Indian/Antananarivo;EN;Ambilobe;AMB
AMC;TD;+01:00;Africa/Ndjamena;EN;Am Timan;AMC
AMD;IN;+05:30;Asia/Kolkata;EN;Ahmedabad;AMD
AME;MZ;+02:00;Africa/Maputo;EN;Alto Molocue;AME
AMF;PG;+10:00;Pacific/Port_Moresby;EN;Ama;AMF
AMG;PG;+10:00;Pacific/Port_Moresby;EN;Amboin;AMG
AMH;ET;+03:00;Africa/Addis_Ababa;EN;Arba Minch;AMH
AMI;ID;+08:00;Asia/Makassar;EN;Mataram;AMI
AMJ;BR;-03:00;America/Araguaina;EN;Almenara;AMJ
AML;PA;-05:00;America/Panama;EN;Puerto Armuelles;AML
AMM;JO;+03:00;Asia/Amman;EN;Amman;['ADJ', 'AMM']
AMN;US;-05:00;America/New_York;EN;Alma;AMN
AMO;TD;+01:00;Africa/Ndjamena;EN;Mao;AMO
AMP;MG;+03:00;Indian/Antananarivo;EN;Ampanihy;AMP
AMQ;ID;+09:00;Asia/Jayapura;EN;Ambon;AMQ
AMS;NL;+01:00;Europe/Amsterdam;EN;Amsterdam;['AMS', 'DJK', 'SPL', 'ZYA']
AMT;AU;+09:30;Australia/Darwin;EN;Amata;AMT
AMU;PG;+10:00;Pacific/Port_Moresby;EN;Amanab;AMU
AMV;RU;+03:00;Europe/Moscow;EN;Amderma;AMV
AMW;US;-06:00;America/Chicago;EN;Ames;AMW
AMX;AU;+09:30;Australia/Darwin;EN;Ammaroo;AMX
AMY;MG;+03:00;Indian/Antananarivo;EN;Ambatomainty;AMY
AMZ;NZ;+12:00;Pacific/Auckland;EN;Ardmore;AMZ
ANA;KE;+03:00;Africa/Nairobi;EN;Masai Mara;
ANB;US;-06:00;America/Chicago;EN;Anniston;['ANB', 'QAW', 'RLI']
ANC;US;-09:00;America/Anchorage;EN;Anchorage;['ANC', 'EDF', 'FRN', 'MRI']
AND;US;-05:00;America/New_York;EN;Anderson;AND
ANE;FR;+01:00;Europe/Paris;EN;Angers;['ANE', 'QXG']
ANF;CL;-04:00;America/Santiago;EN;Antofagasta;ANF
ANG;FR;+01:00;Europe/Paris;EN;Angouleme;['ANG', 'XGL']
ANH;SB;+11:00;Pacific/Guadalcanal;EN;Anuha Island Resort;ANH
ANI;US;-09:00;America/Anchorage;EN;Aniak;ANI
ANJ;CG;+01:00;Africa/Brazzaville;EN;Zanaga;ANJ
ANK;TR;+03:00;Europe/Istanbul;EN;Ankara;['ANK', 'ESB']
ANL;AO;+01:00;Africa/Luanda;EN;Andulo;ANL
ANM;MG;+03:00;Indian/Antananarivo;EN;Antalaha;ANM
ANN;US;-09:00;America/Anchorage;EN;Annette Island;ANN
ANO;MZ;+02:00;Africa/Maputo;EN;Angoche;ANO
ANP;US;-05:00;America/New_York;EN;Annapolis;ANP
ANQ;US;-05:00;America/New_York;EN;Angola;ANQ
ANR;BE;+01:00;Europe/Brussels;EN;Antwerp;['ANR', 'ZAY', 'ZWE', 'ZYZ']
ANS;PE;-05:00;America/Lima;EN;Andahuaylas;ANS
ANT;AT;+01:00;Europe/Vienna;EN;St Anton;['ANT', 'XOV']
ANU;AG;-04:00;America/Antigua;EN;Antigua;ANU
ANV;US;-09:00;America/Anchorage;EN;Anvik;ANV
ANW;US;-06:00;America/Chicago;EN;Ainsworth;ANW
ANX;NO;+01:00;Europe/Oslo;EN;Andenes;ANX
ANY;US;-06:00;America/Chicago;EN;Anthony;ANY
ANZ;AU;+09:30;Australia/Darwin;EN;Angus Downs Station;ANZ
AOA;PG;+10:00;Pacific/Port_Moresby;EN;Aroa;AOA
AOB;PG;+10:00;Pacific/Port_Moresby;EN;Annanberg;AOB
AOC;DE;+01:00;Europe/Berlin;EN;Altenburg;AOC
AOD;TD;+01:00;Africa/Ndjamena;EN;Abou Deia;AOD
AOG;CN;+08:00;Asia/Shanghai;EN;Anshan;['AOG', 'VBL']
AOH;US;-05:00;America/New_York;EN;Lima;AOH
AOI;IT;+01:00;Europe/Rome;EN;Ancona;AOI
AOJ;JP;+09:00;Asia/Tokyo;EN;Aomori;AOJ
AOK;GR;+02:00;Europe/Athens;EN;Karpathos;AOK
AOL;AR;-03:00;America/Argentina/Buenos_Aires;EN;Paso De Los Libres;AOL
AOM;OM;+04:00;Asia/Muscat;EN;Adam;AOM
AON;PG;+10:00;Pacific/Port_Moresby;EN;Arona;AON
AOO;US;-05:00;America/New_York;EN;Altoona;AOO
AOP;PE;-05:00;America/Lima;EN;Andoas;AOP
AOQ;GL;-03:00;America/Godthab;EN;Aappilattoq;AOQ
AOR;MY;+08:00;Asia/Kuching;EN;Alor Setar;AOR
AOS;US;-09:00;America/Anchorage;EN;Amook Bay;AOS
AOT;IT;+01:00;Europe/Rome;EN;Aosta;AOT
AOU;LA;+07:00;Asia/Vientiane;EN;Attapeu;AOU
APB;BO;-04:00;America/La_Paz;EN;Apolo;APB
APC;US;-08:00;America/Los_Angeles;EN;Napa;APC
APE;PE;-05:00;America/Lima;EN;San Juan Aposento;APE
APF;US;-05:00;America/New_York;EN;Naples;APF
APG;US;-05:00;America/New_York;EN;Aberdeen;APG
APH;US;-05:00;America/New_York;EN;Bowling Green;APH
API;CO;-05:00;America/Bogota;EN;Apiay;API
APK;PF;-10:00;Pacific/Tahiti;EN;Apataki;APK
APL;MZ;+02:00;Africa/Maputo;EN;Nampula;['APL', 'LFB']
APN;US;-05:00;America/New_York;EN;Alpena;APN
APO;CO;-05:00;America/Bogota;EN;Apartado;APO
APP;PG;+10:00;Pacific/Port_Moresby;EN;Asapa;APP
APQ;BR;-03:00;America/Araguaina;EN;Arapiraca;APQ
APR;PG;+10:00;Pacific/Port_Moresby;EN;April River;APR
APS;BR;-03:00;America/Araguaina;EN;Anapolis;APS
APT;US;-06:00;America/Chicago;EN;Jasper;APT
APU;BR;-03:00;America/Araguaina;EN;Apucarana;APU
APV;US;-08:00;America/Los_Angeles;EN;Apple Valley;APV
APW;WS;+13:00;Pacific/Apia;EN;Apia;['APW', 'FGI']
APX;BR;-03:00;America/Araguaina;EN;Arapongas;APX
APY;BR;-03:00;America/Araguaina;EN;Alto Parnaiba;APY
APZ;AR;-03:00;America/Argentina/Buenos_Aires;EN;Zapala;APZ
AQA;BR;-03:00;America/Araguaina;EN;Araraquara;AQA
AQB;GT;-06:00;America/Guatemala;EN;Quiche;AQB
AQG;CN;+08:00;Asia/Shanghai;EN;Anqing;AQG
AQI;SA;+03:00;Asia/Riyadh;EN;Qaisumah;AQI
AQJ;JO;+03:00;Asia/Amman;EN;Aqaba;AQJ
AQM;BR;-04:00;America/Porto_Velho;EN;Ariquemes;AQM
AQP;PE;-05:00;America/Lima;EN;Arequipa;AQP
AQS;FJ;+12:00;Pacific/Fiji;EN;Saqani;AQS
AQY;US;-09:00;America/Anchorage;EN;Girdwood;AQY
ARA;US;-06:00;America/Chicago;EN;New Iberia;ARA
ARB;US;-05:00;America/New_York;EN;Ann Arbor;ARB
ARC;US;-09:00;America/Anchorage;EN;Arctic Village;ARC
ARD;ID;+08:00;Asia/Makassar;EN;Alor;['ARD', 'AXO']
ARE;PR;-04:00;America/Puerto_Rico;EN;Arecibo;ARE
ARF;CO;-05:00;America/Bogota;EN;Acaricuara;ARF
ARG;US;-06:00;America/Chicago;EN;Walnut Ridge;ARG
ARH;RU;+03:00;Europe/Moscow;EN;Arkhangelsk;ARH
ARI;CL;-04:00;America/Santiago;EN;Arica;ARI
ARJ;ID;+09:00;Asia/Jayapura;EN;Arso;ARJ
ARK;TZ;+03:00;Africa/Dar_es_Salaam;EN;Arusha;ARK
ARL;BF;+00:00;Africa/Ouagadougou;EN;Arly;ARL
ARM;AU;+10:00;Australia/Sydney;EN;Armidale;ARM
ARO;CO;-05:00;America/Bogota;EN;Arboletes;ARO
ARP;PG;+10:00;Pacific/Port_Moresby;EN;Aragip;ARP
ARQ;CO;-05:00;America/Bogota;EN;Arauquita;ARQ
ARR;AR;-03:00;America/Argentina/Buenos_Aires;EN;Alto Rio Senguer;ARR
ARS;BR;-03:00;America/Araguaina;EN;Aragarcas;ARS
ART;US;-05:00;America/New_York;EN;Watertown;ART
ARU;BR;-03:00;America/Araguaina;EN;Aracatuba;ARU
ARV;US;-06:00;America/Chicago;EN;Minocqua/Woodruff;ARV
ARW;RO;+02:00;Europe/Bucharest;EN;Arad;ARW
ARX;BR;-03:00;America/Araguaina;EN;Aracati;ARX
ARY;AU;+10:00;Australia/Sydney;EN;Ararat;ARY
ARZ;AO;+01:00;Africa/Luanda;EN;N'zeto;ARZ
ASA;ER;+03:00;Africa/Asmara;EN;Assab;ASA
ASB;TM;+05:00;Asia/Ashgabat;EN;Ashgabat;ASB
ASC;BO;-04:00;America/La_Paz;EN;Ascension;ASC
ASD;BS;-05:00;America/Nassau;EN;Andros Town;ASD
ASE;US;-07:00;America/Denver;EN;Aspen;ASE
ASF;RU;+04:00;Europe/Volgograd;EN;Astrakhan;ASF
ASG;NZ;+12:00;Pacific/Auckland;EN;Ashburton;ASG
ASH;US;-05:00;America/New_York;EN;Nashua;ASH
ASI;SH;+00:00;Atlantic/St_Helena;EN;Ascension Island;ASI
ASJ;JP;+09:00;Asia/Tokyo;EN;Amami;ASJ
ASK;CI;+00:00;Africa/Abidjan;EN;Yamoussoukro;ASK
ASL;US;-06:00;America/Chicago;EN;Marshall;ASL
ASM;ER;+03:00;Africa/Asmara;EN;Asmara;ASM
ASN;US;-06:00;America/Chicago;EN;Talladega;ASN
ASO;ET;+03:00;Africa/Addis_Ababa;EN;Asosa;ASO
ASP;AU;+09:30;Australia/Darwin;EN;Alice Springs;['ASP', 'XHW']
ASQ;US;-08:00;America/Los_Angeles;EN;Austin;ASQ
ASR;TR;+03:00;Europe/Istanbul;EN;Kayseri;ASR
