CityCode;CountryCode;UtcOffset;TimeZoneId;Names.Name.@LanguageCode;Names.Name.$;Airports.AirportCode
GBI;IN;+05:30;Asia/Kolkata;EN;Gulbarga;GBI
GBJ;GP;-04:00;America/Guadeloupe;EN;Marie Galante;GBJ
GBK;SL;+00:00;Africa/Freetown;EN;Gbangbatok;GBK
GBL;AU;+09:30;Australia/Darwin;EN;South Goulburn Island;GBL
GBM;SO;+03:00;Africa/Mogadishu;EN;Garbaharey;GBM
GBN;IT;+01:00;Europe/Rome;EN;San Giovanni Rotondo;GBN
GBP;AU;+10:00;Australia/Brisbane;EN;Gamboola;GBP
GBQ;BH;+03:00;Asia/Bahrain;EN;Muharraq;GBQ
GBR;US;-05:00;America/New_York;EN;Great Barrington;GBR
GBS;NZ;+12:00;Pacific/Auckland;EN;Port Fitzroy;GBS
GBT;IR;+03:30;Asia/Tehran;EN;Gorgan;GBT
GBU;SD;+02:00;Africa/Khartoum;EN;Khashm El Girba;GBU
GBV;AU;+08:00;Australia/Perth;EN;Gibb River;GBV
GBW;AU;+08:00;Australia/Perth;EN;Ginbata;GBW
GBZ;NZ;+12:00;Pacific/Auckland;EN;Great Barrier Island;GBZ
GCA;CO;-05:00;America/Bogota;EN;Guacamayas;GCA
GCC;US;-07:00;America/Denver;EN;Gillette;GCC
GCD;US;-08:00;America/Los_Angeles;EN;Electric City;GCD
GCH;IR;+03:30;Asia/Tehran;EN;Gachsaran;GCH
GCI;GB;+00:00;Europe/London;EN;Guernsey;GCI
GCK;US;-06:00;America/Chicago;EN;Garden City;GCK
GCM;KY;-05:00;America/Cayman;EN;Grand Cayman;GCM
GCN;US;-07:00;America/Phoenix;EN;Grand Canyon;['FLG', 'GCN', 'GCT', 'JGC', 'NGC']
GCV;BR;-03:00;America/Sao_Paulo;EN;Gravatai;GCV
GCW;US;-07:00;America/Phoenix;EN;Grand Canyon West;GCW
GCY;US;-05:00;America/New_York;EN;Greeneville;GCY
GDA;CF;+01:00;Africa/Bangui;EN;Gounda;GDA
GDB;IN;+05:30;Asia/Kolkata;EN;Gondia;GDB
GDD;AU;+08:00;Australia/Perth;EN;Gordon Downs;GDD
GDE;ET;+03:00;Africa/Addis_Ababa;EN;Gode;GDE
GDG;RU;+09:00;Asia/Yakutsk;EN;Magdagachi;GDG
GDH;US;-09:00;America/Anchorage;EN;Golden Horn;GDH
GDI;CF;+01:00;Africa/Bangui;EN;Melle;GDI
GDJ;CD;+01:00;Africa/Kinshasa;EN;Gandajika;GDJ
GDL;MX;-06:00;America/Mexico_City;EN;Guadalajara;GDL
GDM;US;-05:00;America/New_York;EN;Gardner;GDM
GDN;PL;+01:00;Europe/Warsaw;EN;Gdansk;['GDN', 'RGD']
GDO;VE;-04:00;America/Caracas;EN;Guasdualito;GDO
GDP;BR;-03:00;America/Araguaina;EN;Guadalupe;GDP
GDQ;ET;+03:00;Africa/Addis_Ababa;EN;Gonder;GDQ
GDR;BR;-03:00;America/Araguaina;EN;Angra Dos Reis;GDR
GDT;TC;-05:00;America/Grand_Turk;EN;Grand Turk;GDT
GDU;ES;+01:00;Europe/Madrid;EN;Guadalajara;['GDU', 'GJB']
GDV;US;-07:00;America/Denver;EN;Glendive;GDV
GDW;US;-05:00;America/New_York;EN;Gladwin;GDW
GDX;RU;+11:00;Asia/Srednekolymsk;EN;Magadan;GDX
GDZ;RU;+03:00;Europe/Moscow;EN;Gelendzhik;GDZ
GEB;ID;+09:00;Asia/Jayapura;EN;Gebe;GEB
GEC;CY;+02:00;Asia/Nicosia;EN;Gecitkale;GEC
GED;US;-05:00;America/New_York;EN;Georgetown;GED
GEE;AU;+10:00;Australia/Hobart;EN;George Town;GEE
GEF;SB;+11:00;Pacific/Guadalcanal;EN;Geva;GEF
GEG;US;-08:00;America/Los_Angeles;EN;Spokane;['GEG', 'SFF', 'SKA']
GEI;PG;+10:00;Pacific/Port_Moresby;EN;Green Islands;GEI
GEK;US;-09:00;America/Anchorage;EN;Ganes Creek;GEK
GEL;BR;-03:00;America/Araguaina;EN;Santo Angelo;GEL
GEM;GQ;+01:00;Africa/Malabo;EN;Mongomo;GEM
GEN;ES;+01:00;Europe/Madrid;EN;Puente Genil;GEN
GEO;GY;-04:00;America/Guyana;EN;Georgetown;['GEO', 'OGL']
GER;CU;-05:00;America/Havana;EN;Nueva Gerona;GER
GES;PH;+08:00;Asia/Manila;EN;General Santos;GES
GET;AU;+08:00;Australia/Perth;EN;Geraldton;GET
GEV;SE;+01:00;Europe/Stockholm;EN;Gallivare;GEV
GEW;PG;+10:00;Pacific/Port_Moresby;EN;Gewoya;GEW
GEX;AU;+10:00;Australia/Sydney;EN;Geelong;GEX
GEY;US;-07:00;America/Denver;EN;Greybull;GEY
GFB;US;-09:00;America/Anchorage;EN;Togiak Fish;GFB
GFD;US;-05:00;America/New_York;EN;Greenfield;GFD
GFE;AU;+10:00;Australia/Sydney;EN;Grenfell;GFE
GFF;AU;+10:00;Australia/Sydney;EN;Griffith;GFF
GFK;US;-06:00;America/Chicago;EN;Grand Forks;['GFK', 'RDR']
GFL;US;-05:00;America/New_York;EN;Glens Falls;GFL
GFN;AU;+10:00;Australia/Sydney;EN;Grafton;GFN
GFO;GY;-04:00;America/Guyana;EN;Bartica;GFO
GFR;FR;+01:00;Europe/Paris;EN;Granville;GFR
GFY;NA;+02:00;Africa/Windhoek;EN;Grootfontein;GFY
GGA;ES;+00:00;Atlantic/Canary;EN;La Graciosa;GGA
GGB;BR;-04:00;America/Porto_Velho;EN;Agua Boa;GGB
GGC;AO;+01:00;Africa/Luanda;EN;Lumbala N' Guimbo;GGC
GGD;AU;+10:00;Australia/Brisbane;EN;Gregory Downs;GGD
GGE;US;-05:00;America/New_York;EN;Georgetown;GGE
GGF;BR;-03:00;America/Araguaina;EN;Almeirim;GGF
GGG;US;-06:00;America/Chicago;EN;Longview;GGG
GGH;BR;-03:00;America/Araguaina;EN;Cianorte;GGH
GGJ;BR;-03:00;America/Araguaina;EN;Guaira;GGJ
GGL;CO;-05:00;America/Bogota;EN;Gilgal;GGL
GGM;KE;+03:00;Africa/Nairobi;EN;Kakamega;GGM
GGN;CI;+00:00;Africa/Abidjan;EN;Gagnoa;GGN
GGO;CI;+00:00;Africa/Abidjan;EN;Guiglo;GGO
GGR;SO;+03:00;Africa/Mogadishu;EN;Garowe;GGR
GGS;AR;-03:00;America/Argentina/Buenos_Aires;EN;Gobernador Gregores;GGS
GGT;BS;-05:00;America/Nassau;EN;George Town;GGT
GGW;US;-07:00;America/Denver;EN;Glasgow;GGW
GGZ;AT;+01:00;Europe/Vienna;EN;Graz;
GHA;DZ;+01:00;Africa/Algiers;EN;Ghardaia;GHA
GHB;BS;-05:00;America/Nassau;EN;Governors Harbour;GHB
GHC;BS;-05:00;America/Nassau;EN;Great Harbour Cay;GHC
GHD;ET;+03:00;Africa/Addis_Ababa;EN;Ghimbi;GHD
GHE;PA;-05:00;America/Panama;EN;Garachine;GHE
GHF;DE;+01:00;Europe/Berlin;EN;Giebelstadt;GHF
GHK;CA;-07:00;America/Whitehorse;EN;Kennedy Lake;GHK
GHM;US;-06:00;America/Chicago;EN;Centerville;GHM
GHN;CN;+08:00;Asia/Shanghai;EN;Guanghan;GHN
GHS;ID;+08:00;Asia/Makassar;EN;West Kutai;GHS
GHT;LY;+02:00;Africa/Tripoli;EN;Ghat;GHT
GHU;AR;-03:00;America/Argentina/Buenos_Aires;EN;Gualeguaychu;GHU
GIB;GI;+01:00;Europe/Gibraltar;EN;Gibraltar;GIB
GIC;AU;+10:00;Australia/Brisbane;EN;Boigu Island;GIC
GID;BI;+02:00;Africa/Bujumbura;EN;Gitega;GID
GIF;US;-05:00;America/New_York;EN;Winter Haven;GIF
GII;GN;+00:00;Africa/Conakry;EN;Siguiri;GII
GIJ;ES;+01:00;Europe/Madrid;EN;Gijon;
GIL;PK;+05:00;Asia/Karachi;EN;Gilgit;GIL
GIM;GA;+01:00;Africa/Libreville;EN;Miele Mimbale;GIM
GIR;CO;-05:00;America/Bogota;EN;Girardot;GIR
GIS;NZ;+12:00;Pacific/Auckland;EN;Gisborne;GIS
GIT;TZ;+03:00;Africa/Dar_es_Salaam;EN;Geita;['GIT', 'GTC']
GIU;LK;+05:30;Asia/Colombo;EN;Sigiriya;GIU
GIY;ZA;+02:00;Africa/Johannesburg;EN;Giyani;GIY
GIZ;SA;+03:00;Asia/Riyadh;EN;Jazan;GIZ
GJA;HN;-06:00;America/Tegucigalpa;EN;Guanaja;GJA
GJL;DZ;+01:00;Africa/Algiers;EN;Jijel;GJL
GJM;BR;-04:00;America/Porto_Velho;EN;Guajara-Mirim;GJM
GJN;CN;+08:00;Asia/Shanghai;EN;Zhijiang;GJN
GJR;IS;+00:00;Atlantic/Reykjavik;EN;Gjogur;GJR
GJT;US;-07:00;America/Denver;EN;Grand Junction;GJT
GKA;PG;+10:00;Pacific/Port_Moresby;EN;Goroka;GKA
GKD;TR;+03:00;Europe/Istanbul;EN;Gokceada;GKD
GKE;DE;+01:00;Europe/Berlin;EN;Geilenkirchen;GKE
GKH;NP;+05:45;Asia/Kathmandu;EN;Gorkha;GKH
GKK;MV;+05:00;Indian/Maldives;EN;Kooddoo Island;GKK
GKL;AU;+10:00;Australia/Brisbane;EN;Great Keppel Island;GKL
GKN;US;-09:00;America/Anchorage;EN;Gulkana;GKN
GKO;GA;+01:00;Africa/Libreville;EN;Kongo-Boumba;GKO
GKT;US;-05:00;America/New_York;EN;Sevierville;GKT
GLA;GB;+00:00;Europe/London;EN;Glasgow;['GLA', 'PIK', 'ZGG']
GLB;US;-07:00;America/Phoenix;EN;Globe;GLB
GLC;ET;+03:00;Africa/Addis_Ababa;EN;Geladi;GLC
GLD;US;-07:00;America/Denver;EN;Goodland;GLD
GLE;US;-06:00;America/Chicago;EN;Gainesville;GLE
GLF;CR;-06:00;America/Costa_Rica;EN;Golfito;GLF
GLG;AU;+10:00;Australia/Brisbane;EN;Glengyle;GLG
GLH;US;-06:00;America/Chicago;EN;Greenville;GLH
GLI;AU;+10:00;Australia/Sydney;EN;Glen Innes;GLI
GLK;SO;+03:00;Africa/Mogadishu;EN;Galcaio;GLK
GLL;NO;+01:00;Europe/Oslo;EN;Gol;GLL
GLM;AU;+10:00;Australia/Brisbane;EN;Glenormiston;GLM
GLN;MA;+01:00;Africa/Casablanca;EN;Guelmime;GLN
GLO;GB;+00:00;Europe/London;EN;Gloucester/Cheltenham;GLO
GLP;PG;+10:00;Pacific/Port_Moresby;EN;Gulgubip;GLP
GLQ;US;-09:00;America/Anchorage;EN;Glenallen;GLQ
GLR;US;-05:00;America/New_York;EN;Gaylord;GLR
GLS;US;-06:00;America/Chicago;EN;Galveston;GLS
GLT;AU;+10:00;Australia/Brisbane;EN;Gladstone;GLT
GLU;BT;+06:00;Asia/Thimphu;EN;Gelephu;GLU
GLV;US;-09:00;America/Anchorage;EN;Golovin;GLV
GLW;US;-06:00;America/Chicago;EN;Glasgow;GLW
GLX;ID;+09:00;Asia/Jayapura;EN;Galela;GLX
GLY;AU;+08:00;Australia/Perth;EN;Mount Goldsworthy;GLY
GLZ;NL;+01:00;Europe/Amsterdam;EN;Breda;['GLZ', 'QRZ']
GMA;CD;+01:00;Africa/Kinshasa;EN;Gemena;GMA
GMB;ET;+03:00;Africa/Addis_Ababa;EN;Gambela;GMB
GMC;CO;-05:00;America/Bogota;EN;Guerima;GMC
GMD;MA;+01:00;Africa/Casablanca;EN;Ben Slimane;GMD
GME;BY;+03:00;Europe/Minsk;EN;Gomel;GME
GMI;PG;+10:00;Pacific/Port_Moresby;EN;Gasmata;GMI
GMM;CG;+01:00;Africa/Brazzaville;EN;Gamboma;GMM
GMN;NZ;+12:00;Pacific/Auckland;EN;Greymouth;GMN
GMO;NG;+01:00;Africa/Lagos;EN;Gombe;GMO
GMQ;CN;+08:00;Asia/Shanghai;EN;Golog;GMQ
GMR;PF;-09:00;Pacific/Gambier;EN;Totegegie;GMR
GMS;BR;-03:00;America/Araguaina;EN;Guimaraes;GMS
GMT;US;-09:00;America/Anchorage;EN;Granite Mountain;GMT
GMV;US;-07:00;America/Denver;EN;Monument Valley;GMV
GMY;DE;+01:00;Europe/Berlin;EN;Rheindahlen;GMY
GMZ;ES;+00:00;Atlantic/Canary;EN;San Sebastian/Gomera;GMZ
GNA;BY;+03:00;Europe/Minsk;EN;Grodno;GNA
GND;GD;-04:00;America/Grenada;EN;Grenada;GND
GNE;BE;+01:00;Europe/Brussels;EN;Gent;GNE
GNF;US;-08:00;America/Los_Angeles;EN;Quincy;GNF
GNG;US;-07:00;America/Denver;EN;Gooding;GNG
GNI;TW;+08:00;Asia/Taipei;EN;Lyndao (Green Island);GNI
GNJ;AZ;+04:00;Asia/Baku;EN;Ganja;['GNJ', 'KVD']
GNM;BR;-03:00;America/Araguaina;EN;Guanambi;GNM
GNN;ET;+03:00;Africa/Addis_Ababa;EN;Ginir;GNN
GNO;FR;+01:00;Europe/Paris;EN;Grenoble Routiere;GNO
GNR;AR;-03:00;America/Argentina/Buenos_Aires;EN;General Roca;GNR
GNS;ID;+07:00;Asia/Pontianak;EN;Gunung Sitoli;GNS
GNT;US;-07:00;America/Denver;EN;Grants;GNT
GNU;US;-09:00;America/Anchorage;EN;Goodnews Bay;GNU
GNV;US;-05:00;America/New_York;EN;Gainesville;GNV
GNZ;BW;+02:00;Africa/Gaborone;EN;Ghanzi;GNZ
GOA;IT;+01:00;Europe/Rome;EN;Genoa;['GEP', 'GOA', 'GPP']
GOB;ET;+03:00;Africa/Addis_Ababa;EN;Goba;GOB
GOC;PG;+10:00;Pacific/Port_Moresby;EN;Gora;GOC
GOE;PG;+10:00;Pacific/Port_Moresby;EN;Gonalia;GOE
GOG;NA;+02:00;Africa/Windhoek;EN;Gobabis;GOG
GOH;GL;-03:00;America/Godthab;EN;Nuuk;GOH
GOI;IN;+05:30;Asia/Kolkata;EN;Goa;['GOI', 'GOX']
GOJ;RU;+03:00;Europe/Moscow;EN;Nizhny Novgorod;GOJ
GOK;US;-06:00;America/Chicago;EN;Guthrie;GOK
GOL;US;-08:00;America/Los_Angeles;EN;Gold Beach;GOL
GOM;CD;+02:00;Africa/Lubumbashi;EN;Goma;['GOM', 'GOM']
GON;US;-05:00;America/New_York;EN;Groton/New London;['GON', 'ZGD']
GOO;AU;+10:00;Australia/Brisbane;EN;Goondiwindi;GOO
GOP;IN;+05:30;Asia/Kolkata;EN;Gorakhpur;GOP
GOQ;CN;+08:00;Asia/Shanghai;EN;Golmud;GOQ
GOR;ET;+03:00;Africa/Addis_Ababa;EN;Gore;GOR
GOS;AU;+10:00;Australia/Sydney;EN;Gosford;GOS
GOT;SE;+01:00;Europe/Stockholm;EN;Goteborg;['GOT', 'GSE', 'XWL']
GOU;CM;+01:00;Africa/Douala;EN;Garoua;GOU
GOV;AU;+09:30;Australia/Darwin;EN;Nhulunbuy;GOV
GOX;IN;+05:30;Asia/Kolkata;EN;Pernem;
GOY;LK;+05:30;Asia/Colombo;EN;Gal Oya;GOY
GOZ;BG;+02:00;Europe/Sofia;EN;Gorna Oryahovitsa;GOZ
GPA;GR;+02:00;Europe/Athens;EN;Patrai;GPA
GPB;BR;-03:00;America/Araguaina;EN;Guarapuava;GPB
GPD;AU;+10:00;Australia/Brisbane;EN;Mount Gordon Mine;GPD
GPI;CO;-05:00;America/Bogota;EN;Guapi;GPI
GPL;CR;-06:00;America/Costa_Rica;EN;Guapiles;GPL
GPN;AU;+09:30;Australia/Darwin;EN;Garden Point;GPN
GPO;AR;-03:00;America/Argentina/Buenos_Aires;EN;General Pico;GPO
GPS;EC;-06:00;Pacific/Galapagos;EN;Baltra Island;['GPS', 'GPS']
GPT;US;-06:00;America/Chicago;EN;Gulfport/Biloxi;GPT
GPZ;US;-06:00;America/Chicago;EN;Grand Rapids;GPZ
GQJ;GB;+00:00;Europe/London;EN;Machrihanish;GQJ
GQQ;US;-05:00;America/New_York;EN;Galion;GQQ
GRA;CO;-05:00;America/Bogota;EN;Gamarra;GRA
GRB;US;-06:00;America/Chicago;EN;Green Bay;GRB
GRC;LR;+00:00;Africa/Monrovia;EN;Grand Cess;GRC
GRD;US;-05:00;America/New_York;EN;Greenwood;GRD
GRE;US;-06:00;America/Chicago;EN;Greenville;GRE
GRG;AF;+04:30;Asia/Kabul;EN;Gardez;GRG
GRH;PG;+10:00;Pacific/Port_Moresby;EN;Garuahi;GRH
GRI;US;-06:00;America/Chicago;EN;Grand Island;GRI
GRJ;ZA;+02:00;Africa/Johannesburg;EN;George;GRJ
GRL;PG;+10:00;Pacific/Port_Moresby;EN;Garasa;GRL
GRM;US;-06:00;America/Chicago;EN;Grand Marais;GRM
GRN;US;-07:00;America/Denver;EN;Gordon;GRN
GRO;ES;+01:00;Europe/Madrid;EN;Girona;['GIA', 'GRO']
GRP;BR;-03:00;America/Araguaina;EN;Gurupi;GRP
GRQ;NL;+01:00;Europe/Amsterdam;EN;Groningen;GRQ
GRR;US;-05:00;America/New_York;EN;Grand Rapids;GRR
GRS;IT;+01:00;Europe/Rome;EN;Grosseto;GRS
GRT;PK;+05:00;Asia/Karachi;EN;Gujrat;GRT
GRV;RU;+03:00;Europe/Moscow;EN;Grozny;GRV
GRW;PT;-01:00;Atlantic/Azores;EN;Graciosa Island;GRW
GRX;ES;+01:00;Europe/Madrid;EN;Granada;['GBX', 'GRX', 'YJG']
GRY;IS;+00:00;Atlantic/Reykjavik;EN;Grimsey;GRY
GRZ;AT;+01:00;Europe/Vienna;EN;Graz;['GGZ', 'GRZ']
GSA;MY;+08:00;Asia/Kuching;EN;Long Pasia;GSA
GSB;US;-05:00;America/New_York;EN;Goldsboro;GSB
GSC;AU;+08:00;Australia/Perth;EN;Gascoyne Junction;GSC
GSH;US;-05:00;America/New_York;EN;Goshen;GSH
GSI;GF;-03:00;America/Cayenne;EN;Grand Santi;GSI
GSJ;GT;-06:00;America/Guatemala;EN;Puerto San Jose;GSJ
GSL;CA;-07:00;America/Whitehorse;EN;Taltheilei Narrows;GSL
GSM;IR;+03:30;Asia/Tehran;EN;Gheshm Island;GSM
GSN;AU;+09:30;Australia/Adelaide;EN;Mount Gunson;GSN
GSO;US;-05:00;America/New_York;EN;Greensboro/High Point;GSO
GSP;US;-05:00;America/New_York;EN;Greenville/Spartanburg;['GDC', 'GMU', 'GSP', 'SPA']
GSQ;EG;+02:00;Africa/Cairo;EN;Shark El-Owainat;GSQ
GSR;SO;+03:00;Africa/Mogadishu;EN;Gardo;GSR
GSS;ZA;+02:00;Africa/Johannesburg;EN;Sabie;GSS
GST;US;-09:00;America/Anchorage;EN;Gustavus;['BQV', 'GST']
GSU;SD;+02:00;Africa/Khartoum;EN;Gedaref;GSU
GSY;GB;+00:00;Europe/London;EN;Grimsby Town;GSY
GTA;SB;+11:00;Pacific/Guadalcanal;EN;Gatokae;GTA
GTB;MY;+08:00;Asia/Kuching;EN;Genting;GTB
GTC;TZ;+03:00;Africa/Dar_es_Salaam;EN;Geita;
GTE;AU;+09:30;Australia/Darwin;EN;Groote Eylandt;GTE
GTF;US;-07:00;America/Denver;EN;Great Falls;['GFA', 'GTF']
GTG;US;-06:00;America/Chicago;EN;Grantsburg;GTG
GTI;DE;+01:00;Europe/Berlin;EN;Guettin;GTI
GTK;MY;+08:00;Asia/Kuching;EN;Sungei Tekai;GTK
GTO;ID;+08:00;Asia/Makassar;EN;Gorontalo;GTO
GTP;US;-08:00;America/Los_Angeles;EN;Grants Pass;GTP
GTS;AU;+09:30;Australia/Darwin;EN;The Granites;GTS
GTT;AU;+10:00;Australia/Brisbane;EN;Georgetown;GTT
GTW;CZ;+01:00;Europe/Prague;EN;Zlin;GTW
GTY;US;-05:00;America/New_York;EN;Gettysburg;GTY
GTZ;TZ;+03:00;Africa/Dar_es_Salaam;EN;Grumeti;GTZ
GUA;GT;-06:00;America/Guatemala;EN;Guatemala City;GUA
GUB;MX;-07:00;America/Mazatlan;EN;Guerrero Negro;GUB
GUC;US;-07:00;America/Denver;EN;Gunnison;GUC
GUD;ML;+00:00;Africa/Bamako;EN;Goundam;GUD
GUE;PG;+10:00;Pacific/Port_Moresby;EN;Guriaso;GUE
GUF;US;-06:00;America/Chicago;EN;Gulf Shores;GUF
GUG;PG;+10:00;Pacific/Port_Moresby;EN;Guari;GUG
GUH;AU;+10:00;Australia/Sydney;EN;Gunnedah;GUH
GUI;VE;-04:00;America/Caracas;EN;Guiria;GUI
GUJ;BR;-03:00;America/Araguaina;EN;Guaratingueta;GUJ
GUL;AU;+10:00;Australia/Sydney;EN;Goulburn;GUL
GUM;GU;+10:00;Pacific/Guam;EN;Guam;['GUM', 'NGM', 'NRV', 'UAM']
GUO;SO;+03:00;Africa/Mogadishu;EN;Guriel;GUO
GUP;US;-07:00;America/Denver;EN;Gallup;GUP
GUQ;VE;-04:00;America/Caracas;EN;Guanare;GUQ
GUR;PG;+10:00;Pacific/Port_Moresby;EN;Alotau;GUR
GUS;US;-05:00;America/New_York;EN;Peru;GUS
GUT;DE;+01:00;Europe/Berlin;EN;Guetersloh;['GUT', 'ZEX']
GUU;IS;+00:00;Atlantic/Reykjavik;EN;Grundarfjordur;GUU
GUV;PG;+10:00;Pacific/Port_Moresby;EN;Mougulu;GUV
GUW;KZ;+05:00;Asia/Qyzylorda;EN;Atyrau;GUW
GUX;IN;+05:30;Asia/Kolkata;EN;Guna;GUX
GUY;US;-06:00;America/Chicago;EN;Guymon;GUY
GUZ;BR;-03:00;America/Araguaina;EN;Guarapari;GUZ
GVA;CH;+01:00;Europe/Zurich;EN;Geneva;['GVA', 'ZHT']
GVE;US;-05:00;America/New_York;EN;Gordonsville;GVE
GVI;PG;+10:00;Pacific/Port_Moresby;EN;Green River;GVI
GVL;US;-05:00;America/New_York;EN;Gainesville;GVL
GVN;RU;+10:00;Asia/Vladivostok;EN;Sovetskaya Gavan;GVN
GVP;AU;+10:00;Australia/Brisbane;EN;Greenvale;GVP
GVR;BR;-03:00;America/Araguaina;EN;Governador Valadares;GVR
GVT;US;-06:00;America/Chicago;EN;Greenville;GVT
GVW;US;-06:00;America/Chicago;EN;Grandview;GVW
GVX;SE;+01:00;Europe/Stockholm;EN;Gavle;['GVX', 'QYU']
GWA;MM;+06:30;Asia/Yangon;EN;Gwa;GWA
GWD;PK;+05:00;Asia/Karachi;EN;Gwadar;GWD
GWE;ZW;+02:00;Africa/Harare;EN;Gweru;GWE
GWL;IN;+05:30;Asia/Kolkata;EN;Gwalior;GWL
GWN;PG;+10:00;Pacific/Port_Moresby;EN;Gnarowein;GWN
GWO;US;-06:00;America/Chicago;EN;Greenwood;GWO
GWS;US;-07:00;America/Denver;EN;Glenwood Springs;GWS
GWT;DE;+01:00;Europe/Berlin;EN;Westerland;GWT
GWV;US;-05:00;America/New_York;EN;Glendale;GWV
GWY;IE;+00:00;Europe/Dublin;EN;Galway;GWY
GXA;ID;+07:00;Asia/Pontianak;EN;Muara Teweh;['GXA', 'HMS']
GXF;YE;+03:00;Asia/Aden;EN;Sayun;GXF
GXG;AO;+01:00;Africa/Luanda;EN;Negage;GXG
GXH;CN;+08:00;Asia/Shanghai;EN;Xiahe;GXH
GXQ;CL;-04:00;America/Santiago;EN;Coyhaique;GXQ
GXX;CM;+01:00;Africa/Douala;EN;Yagoua;GXX
GXY;US;-07:00;America/Denver;EN;Greeley;GXY
GYA;BO;-04:00;America/La_Paz;EN;Guayaramerin;GYA
GYB;AU;+08:00;Australia/Perth;EN;Wodgina;GYB
GYE;EC;-05:00;America/Guayaquil;EN;Guayaquil;GYE
GYG;RU;+09:00;Asia/Yakutsk;EN;Magan;GYG
GYI;RW;+02:00;Africa/Kigali;EN;Gisenyi;GYI
GYL;AU;+08:00;Australia/Perth;EN;Argyle;GYL
GYM;MX;-07:00;America/Mazatlan;EN;Guaymas;GYM
GYN;BR;-03:00;America/Araguaina;EN;Goiania;GYN
GYO;ID;+07:00;Asia/Pontianak;EN;Blangkejeren;GYO
GYP;AU;+10:00;Australia/Brisbane;EN;Gympie;GYP
GYR;US;-07:00;America/Phoenix;EN;Goodyear;GYR
GYS;CN;+08:00;Asia/Shanghai;EN;Guangyuan;GYS
GYU;CN;+08:00;Asia/Shanghai;EN;Guyuan;GYU
GYZ;AU;+08:00;Australia/Perth;EN;Gruyere;GYZ
GZA;PS;+02:00;Asia/Hebron;EN;Gaza;GZA
GZG;CN;+08:00;Asia/Shanghai;EN;Ganzi;GZG
GZI;AF;+04:30;Asia/Kabul;EN;Ghazni;GZI
GZM;MT;+01:00;Europe/Malta;EN;Gozo Heliport;GZM
GZO;SB;+11:00;Pacific/Guadalcanal;EN;Gizo;GZO
GZP;TR;+03:00;Europe/Istanbul;EN;Gazipasa;GZP
GZT;TR;+03:00;Europe/Istanbul;EN;Gaziantep;GZT
GZW;IR;+03:30;Asia/Tehran;EN;Ghazvin;GZW
HAA;NO;+01:00;Europe/Oslo;EN;Hasvik;HAA
HAB;US;-06:00;America/Chicago;EN;Hamilton;HAB
HAC;JP;+09:00;Asia/Tokyo;EN;Hachijojima;HAC
HAD;SE;+01:00;Europe/Stockholm;EN;Halmstad;HAD
HAE;US;-07:00;America/Phoenix;EN;Havasupai;HAE
HAF;US;-08:00;America/Los_Angeles;EN;Half Moon Bay;HAF
HAG;NL;+01:00;Europe/Amsterdam;EN;The Hague;['HAG', 'ZYH']
HAI;US;-05:00;America/New_York;EN;Three Rivers;HAI
HAJ;DE;+01:00;Europe/Berlin;EN;Hannover;['HAJ', 'HBZ', 'ZVM', 'ZVR']
HAK;CN;+08:00;Asia/Shanghai;EN;Haikou;HAK
HAL;NA;+02:00;Africa/Windhoek;EN;Halali;HAL
HAM;DE;+01:00;Europe/Berlin;EN;Hamburg;['HAM', 'LBC', 'OBZ', 'XFW', 'ZMB']
HAN;VN;+07:00;Asia/Ho_Chi_Minh;EN;Hanoi;HAN
HAO;US;-05:00;America/New_York;EN;Hamilton;HAO
HAP;AU;+10:00;Australia/Brisbane;EN;Long Island/Happy Bay;HAP
HAQ;MV;+05:00;Indian/Maldives;EN;Hanimaadhoo Island;HAQ
HAR;US;-05:00;America/New_York;EN;Harrisburg;['HAR', 'MDT', 'ZUG']
HAS;SA;+03:00;Asia/Riyadh;EN;Hail;HAS
HAT;AU;+10:00;Australia/Brisbane;EN;Heathlands;HAT
HAU;NO;+01:00;Europe/Oslo;EN;Haugesund;HAU
HAV;CU;-05:00;America/Havana;EN;Havana;['HAV', 'UPB']
HAW;GB;+00:00;Europe/London;EN;Haverfordwest;HAW
HAY;US;-09:00;America/Anchorage;EN;Haycock;HAY
HAZ;PG;+10:00;Pacific/Port_Moresby;EN;Hatzfeldthaven;HAZ
HBA;AU;+10:00;Australia/Hobart;EN;Hobart;HBA
HBC;US;-09:00;America/Anchorage;EN;Hanus Bay;HBC
HBD;PG;+10:00;Pacific/Port_Moresby;EN;Habi;HBD
HBG;US;-06:00;America/Chicago;EN;Hattiesburg/Laurel;HBG
HBH;US;-09:00;America/Anchorage;EN;Entrance Island;HBH
HBI;BS;-05:00;America/Nassau;EN;Harbour Island;HBI
HBK;US;-07:00;America/Phoenix;EN;Holbrook;HBK
HBL;ZA;+02:00;Africa/Johannesburg;EN;Babelegi;HBL
HBM;CN;+08:00;Asia/Shanghai;EN;Macheng North;HBM
HBN;VN;+07:00;Asia/Ho_Chi_Minh;EN;Phu-Bon;HBN
HBO;US;-06:00;America/Chicago;EN;Humboldt;HBO
HBQ;CN;+08:00;Asia/Shanghai;EN;Qilian;HBQ
HBR;US;-06:00;America/Chicago;EN;Hobart;HBR
HBU;MN;+08:00;Asia/Ulaanbaatar;EN;Bulgan (Khovd);HBU
HBX;IN;+05:30;Asia/Kolkata;EN;Hubli;['HBX', 'HBX']
