icao24;callsign;origin_country;time_position;last_contact;longitude;latitude;baro_altitude;on_ground;velocity;true_track;vertical_rate;sensors;geo_altitude;squawk;spi;position_source
4b1814;SWR36A  ;Switzerland;1677688588.0;1677688588;8.5448;47.4584;480.06;False;80.16;275.89;13.66;;548.64;3074;False;0
4b1815;SWR262C ;Switzerland;1677688588.0;1677688588;1.4217;43.697;10980.42;False;230.47;53.26;0.0;;10812.78;1000;False;0
a21b74;MLN235  ;United States;1677688588.0;1677688588;-74.3075;40.8121;1303.02;False;129.57;249.55;9.1;;1295.4;3314;False;0
aa3cbd;N759P   ;United States;1677688442.0;1677688459;-81.6069;41.3663;701.04;False;82.63;5.0;-3.25;;632.46;;False;0
a57b26;N452SM  ;United States;1677688588.0;1677688588;-105.134;39.9157;1859.28;False;36.64;308.16;2.93;;1805.94;;False;0
ac1c16;DOW88   ;United States;1677688588.0;1677688588;-92.5535;43.5157;7871.46;False;213.96;173.23;6.18;;7635.24;;False;0
a2e5ec;SKW3923 ;United States;1677688587.0;1677688587;-122.3136;47.4402;;True;0.0;180.0;;;;;False;0
a665aa;FSR511  ;United States;1677688587.0;1677688587;-88.459;37.5519;11887.2;False;245.3;3.37;0.33;;12077.7;7465;False;0
ade191;DAL2777 ;United States;1677688588.0;1677688588;-87.8646;33.8731;9753.6;False;196.76;284.07;0.33;;10088.88;;False;0
abd9d9;SWA617  ;United States;1677688587.0;1677688588;-97.8673;39.1538;10668.0;False;291.02;74.83;0.0;;10629.9;;False;0
a3b87f;DAL392  ;United States;1677688588.0;1677688588;-83.9894;34.0046;2720.34;False;135.55;235.83;-0.98;;2819.4;;False;0
39822c;FHARM   ;France;1677688564.0;1677688564;1.831;48.5723;548.64;False;60.2;179.02;-1.3;;609.6;;False;0
c07d20;JZA670  ;Canada;1677688586.0;1677688588;-64.2754;44.7165;5913.12;False;131.09;260.06;8.13;;5623.56;;False;0
a6184f;N492JA  ;United States;;1677688543;;;;False;41.24;183.58;0.0;;;;False;0
880458;AIQ533  ;Thailand;1677688524.0;1677688543;113.2711;22.2873;7376.16;False;174.03;272.37;8.13;;7795.26;;False;0
a678e5;JTZ516  ;United States;1677688587.0;1677688587;-103.1793;32.8422;13106.4;False;165.94;252.13;0.33;;13327.38;;False;0
a305fd;SKW3838 ;United States;1677688587.0;1677688588;-112.0197;40.3793;4968.24;False;183.45;330.06;-0.33;;4823.46;;False;0
880456;AIQ153  ;Thailand;1677688568.0;1677688568;83.0662;12.6286;9753.6;False;220.65;266.26;0.0;;10424.16;;False;0
aa56d8;UAL368  ;United States;1677688587.0;1677688588;-103.819;39.3499;6705.6;False;161.81;304.25;0.0;;6583.68;;False;0
4b1805;SWR734  ;Switzerland;1677688564.0;1677688586;8.5576;47.4535;388.62;True;0.0;5.62;;;;1000;False;0
a4d86a;LXJ411  ;United States;1677688587.0;1677688587;-81.704;26.4546;10561.32;False;253.17;169.58;-9.43;;11155.68;;False;0
aa56d4;UAL2619 ;United States;1677688587.0;1677688588;-85.6412;30.8526;9753.6;False;217.15;300.15;0.0;;10180.32;1302;False;0
4b1807;SWR7SC  ;Switzerland;1677688587.0;1677688588;2.8472;45.0065;11277.6;False;231.38;228.33;0.0;;11117.58;3071;False;0
4b1809;SWR1SK  ;Switzerland;1677688588.0;1677688588;9.833;52.2706;8625.84;False;231.1;355.79;-15.61;;8694.42;3075;False;0
aa56d5;UAL2367 ;United States;1677688588.0;1677688588;-119.9324;40.0917;10363.2;False;271.05;230.24;0.0;;10043.16;;False;0
a4b20f;N401TP  ;United States;1677688585.0;1677688587;-112.3605;33.4536;510.54;False;40.8;95.06;-1.3;;464.82;;False;0
a5820c;N454MA  ;United States;1677688588.0;1677688588;-82.5264;28.0854;10668.0;False;184.69;180.0;0.0;;11201.4;;False;0
a678ef;NKS3643 ;United States;1677688587.0;1677688588;-83.4208;27.7555;7840.98;False;254.27;88.14;-7.15;;8282.94;;False;0
4b1802;SWR89DM ;Switzerland;1677688290.0;1677688587;6.1097;46.233;;True;0.0;135.0;;;;;False;0
acdfa6;AAL1311 ;United States;1677688588.0;1677688588;-97.0534;33.1042;952.5;False;102.42;181.73;0.0;;922.02;;False;0
ac4963;DAL1924 ;United States;1677688586.0;1677688586;-97.5182;37.8731;9753.6;False;190.39;202.06;0.0;;9784.08;;False;0
aaef60;AAL1729 ;United States;1677688587.0;1677688588;-96.2629;40.9896;6705.6;False;197.08;259.78;0.0;;6621.78;;False;0
a3b88e;AAL2275 ;United States;1677688587.0;1677688587;-74.2605;40.3337;11277.6;False;263.54;49.75;0.0;;11285.22;3650;False;0
a4d879;N411GM  ;United States;1677688588.0;1677688588;-90.9444;33.9528;13106.4;False;150.94;311.13;2.93;;13251.18;4321;False;0
a36898;DAL318  ;United States;1677688588.0;1677688588;-87.0515;42.0044;9837.42;False;302.43;85.41;-4.55;;9730.74;2404;False;0
7c6b35;VHVGN   ;Australia;1677688581.0;1677688584;115.9751;-31.9402;53.34;True;0.0;182.81;;;;1024;False;0
a665c5;GJS4397 ;United States;1677688582.0;1677688582;-90.3339;38.7315;327.66;False;65.93;302.57;-3.9;;251.46;;False;0
a928bc;N69DV   ;United States;1677688581.0;1677688582;-73.9226;42.4444;274.32;False;22.64;268.7;-0.65;;289.56;;False;0
511162;ART706  ;Estonia;1677688586.0;1677688587;26.5806;37.6361;10660.38;False;229.45;139.27;0.0;;10828.02;2542;False;0
ace6b3;ASH5782 ;United States;1677688587.0;1677688588;-97.0571;32.7025;3299.46;False;123.69;191.03;15.61;;3360.42;;False;0
a22238;N23678  ;United States;1677688587.0;1677688587;-83.0331;42.9116;1348.74;False;43.97;61.34;-0.65;;1242.06;;False;0
a5954e;UAL1208 ;United States;1677688587.0;1677688588;-120.5796;43.9408;11330.94;False;218.58;95.4;2.6;;11102.34;;False;0
a70b23;LXJ553  ;United States;1677688420.0;1677688420;-109.4641;34.3806;13167.36;False;274.39;69.02;2.93;;13182.6;;False;0
aa9300;UAL954  ;United States;1677688588.0;1677688588;23.6628;38.7819;11887.2;False;257.87;129.82;0.0;;11955.78;2234;False;0
a22233;N23673  ;United States;1677688543.0;1677688548;-81.7665;30.3092;304.8;False;51.94;213.69;-2.6;;335.28;;False;0
a652a6;N5060V  ;United States;1677688585.0;1677688588;-84.942;39.6848;1097.28;False;78.01;207.92;0.0;;1028.7;;False;0
ac96be;AAL1622 ;United States;1677688588.0;1677688588;-96.4839;32.415;5814.06;False;177.53;315.7;-9.43;;6004.56;;False;0
a1c5f8;N213PM  ;United States;1677688587.0;1677688587;-76.923;37.5884;3147.06;False;82.44;201.6;0.0;;3192.78;;False;0
407a19;GMDSI   ;United Kingdom;1677688581.0;1677688588;-2.3602;49.7036;4678.68;False;86.06;18.11;7.8;;4724.4;;False;0
3945e8;CCM38QO ;France;1677688584.0;1677688586;7.5801;43.1556;5173.98;False;130.07;102.33;-1.95;;5097.78;1000;False;0
ae26b1;C6591   ;United States;1677688588.0;1677688588;-80.1175;25.9128;76.2;False;41.03;262.07;0.33;;114.3;;False;0
aaa6dd;AAL95   ;United States;1677688587.0;1677688587;-69.1368;42.6373;11582.4;False;213.34;238.61;0.0;;11422.38;;False;0
aa8c10;SKW5310 ;United States;1677688588.0;1677688588;-118.4308;33.947;457.2;False;74.51;260.86;18.21;;373.38;;False;0
aa56b6;UAL1311 ;United States;1677688588.0;1677688588;-76.2683;39.1144;8648.7;False;255.39;41.82;-5.2;;8709.66;2541;False;0
4952c9;TAP1554 ;Portugal;1677688584.0;1677688586;-17.0275;28.7401;10355.58;False;238.07;29.94;0.0;;;;False;0
aa56b5;UAL1177 ;United States;1677688587.0;1677688588;-99.3922;42.1402;7315.2;False;191.4;237.85;0.0;;7109.46;;False;0
a46e40;DAL390  ;United States;1677688584.0;1677688587;-102.8685;40.4228;10355.58;False;176.38;254.26;-0.33;;10180.32;;False;0
a22e91;N24KK   ;United States;1677688587.0;1677688587;-86.8376;35.6185;754.38;False;41.39;34.88;3.58;;723.9;1200;False;0
ad4f2a;CFS8926 ;United States;1677688586.0;1677688587;-118.4786;47.177;1973.58;False;78.41;233.81;0.0;;1897.38;;False;0
a57b4d;UAL439  ;United States;1677688588.0;1677688588;-83.5012;40.0716;5463.54;False;172.06;305.88;12.03;;5471.16;6654;False;0
aa56b4;UAL1796 ;United States;1677688588.0;1677688588;-80.5754;42.4997;9753.6;False;168.13;274.04;0.0;;9631.68;;False;0
aa56b3;UAL628  ;United States;1677688587.0;1677688587;-112.35;37.596;10363.2;False;203.1;234.9;-0.33;;10066.02;;False;0
0d0c24;XBOYD   ;Mexico;1677688588.0;1677688588;-98.8979;28.7644;9745.98;False;206.54;204.27;0.0;;10195.56;;False;0
a15bfa;N187PH  ;United States;1677688586.0;1677688586;-74.9179;39.1468;563.88;False;58.67;144.64;-2.28;;571.5;;False;0
4952c4;TAP1603 ;Portugal;1677688587.0;1677688587;9.2398;40.4316;11277.6;False;237.09;101.26;0.33;;11117.58;;False;0
a1c5e0;ENY3413 ;United States;1677688588.0;1677688588;-83.2443;42.4212;10668.0;False;292.02;87.27;0.0;;10576.56;6545;False;0
4952c7;TAP1274 ;Portugal;1677688587.0;1677688588;7.0897;46.4742;10355.58;False;220.22;67.33;0.0;;10203.18;2267;False;0
a0e250;AAL865  ;United States;1677688587.0;1677688587;-70.7256;21.1412;10066.02;False;251.55;146.76;0.0;;10599.42;;False;0
4952c8;TAP788  ;Portugal;1677688588.0;1677688588;13.884;58.2067;11277.6;False;219.75;44.05;-0.33;;11269.98;2211;False;0
a33b23;UPS2633 ;United States;1677688588.0;1677688588;-107.4319;36.4039;10668.0;False;263.42;122.88;0.98;;10507.98;;False;0
a1abbe;N2068A  ;United States;1677688587.0;1677688587;-121.389;37.8797;68.58;False;23.12;327.72;1.63;;15.24;;False;0
a2ded8;SWA2198 ;United States;1677688561.0;1677688561;-111.9987;33.4322;;True;7.46;84.38;;;;;False;0
ab63d7;DAL1759 ;United States;1677688587.0;1677688588;-81.5101;25.7646;10058.4;False;255.6;159.38;0.0;;10614.66;;False;0
ad694c;SWA1383 ;United States;1677688587.0;1677688588;-92.4608;33.1715;11582.4;False;209.68;188.61;0.0;;11940.54;;False;0
407a06;EZY28PM ;United Kingdom;1677688584.0;1677688586;26.5249;34.8573;11277.6;False;239.94;143.11;0.33;;11483.34;;False;0
51113c;NYX207  ;Estonia;1677688587.0;1677688588;24.7423;59.3903;792.48;False;88.67;238.52;10.08;;792.48;;False;0
ddaffe;;;1677688547.0;1677688547;4.8684;43.763;;False;24.71;62.22;0.0;;545.0;;False;3
a0e249;UPS2951 ;United States;1677688588.0;1677688588;-105.6036;39.7131;11269.98;False;275.37;76.28;-0.33;;11094.72;;False;0
a34215;EDV4645 ;United States;1677688587.0;1677688588;-84.646;39.1544;906.78;False;81.8;180.36;-4.23;;845.82;;False;0
0d0c1d;TAA0503 ;Mexico;1677688588.0;1677688588;-117.2325;33.5654;3413.76;False;134.38;143.88;-4.23;;3307.08;;False;0
4b180a;SWR1ZH  ;Switzerland;1677688587.0;1677688588;11.652;47.1077;10058.4;False;211.71;100.22;-0.33;;9959.34;1000;False;0
4b180b;SWR271X ;Switzerland;1677688262.0;1677688548;6.1061;46.2305;;True;0.0;135.0;;;;;False;0
ac2f83;SWA257  ;United States;1677688588.0;1677688588;-82.8985;28.4724;6416.04;False;203.01;337.66;9.43;;6728.46;;False;0
3c6668;DLH851  ;Germany;1677688588.0;1677688588;23.0623;59.1381;8229.6;False;239.49;226.91;4.23;;8130.54;;False;0
ac498c;FDX21   ;United States;1677688588.0;1677688588;133.5962;33.4924;11582.4;False;176.84;234.83;0.0;;11673.84;;False;0
ae1fe5;72214   ;United States;1677688587.0;1677688587;-77.0246;38.6882;281.94;False;51.7;95.71;0.33;;297.18;;False;0
aaf670;N805WM  ;United States;1677688588.0;1677688588;6.1109;46.2375;;True;3.6;174.38;;;;;False;0
8a02d2;AWQ207  ;Indonesia;1677688588.0;1677688588;103.6414;0.8214;10058.4;False;229.16;131.82;0.0;;10728.96;;False;0
e8023a;LAN420  ;Chile;1677688588.0;1677688588;-60.4432;-34.5073;10363.2;False;202.55;273.49;0.0;;10828.02;0521;False;0
a45b82;N380CF  ;United States;1677688587.0;1677688588;-113.7011;37.1681;12184.38;False;177.73;218.06;-1.3;;11963.4;;False;0
00064d;;;1677688587.0;1677688587;48.7877;25.9569;7315.2;False;190.48;240.73;-0.65;;7566.66;;False;0
aa9f1c;SWA10   ;United States;1677688294.0;1677688294;-96.9024;32.8851;472.44;False;75.67;135.55;-2.93;;441.96;;False;0
ad5658;00000000;United States;1677688588.0;1677688588;-77.292;36.4188;13106.4;False;237.88;37.27;-0.33;;13365.48;2116;False;0
abacd2;UAL1482 ;United States;1677688260.0;1677688587;-114.5582;38.4501;11574.78;False;219.45;259.19;0.0;;11269.98;;False;0
4acb01;NOZ540  ;Sweden;1677688587.0;1677688587;6.8361;59.3253;5867.4;False;177.85;234.65;-9.43;;6004.56;;False;0
c822eb;TFR44   ;New Zealand;1677688588.0;1677688588;148.0058;-35.6124;10058.4;False;234.28;52.85;0.0;;10431.78;;False;0
aaef89;AAL1219 ;United States;1677688586.0;1677688586;-77.6675;43.126;;True;0.0;87.19;;;;;False;0
ad4f72;JBU698  ;United States;1677688587.0;1677688588;-79.1152;35.2586;10668.0;False;243.26;23.69;0.0;;10949.94;2634;False;0
a47597;DAL1496 ;United States;1677688531.0;1677688548;-120.2451;41.9065;10965.18;False;192.29;341.76;0.0;;10698.48;;False;0
e80251;ARE4181 ;Chile;1677688587.0;1677688587;-73.6628;5.5754;9441.18;False;221.01;216.58;-10.4;;10142.22;;False;0
ad4318;N95369  ;United States;1677688586.0;1677688586;-74.5463;40.2827;243.84;False;48.55;27.11;-1.95;;274.32;;False;0
ae13a6;CASH65  ;United States;1677688513.0;1677688513;-100.0801;30.1058;3390.9;False;151.05;28.92;1.63;;3489.96;;False;0
e49443;AZU4187 ;Brazil;1677688587.0;1677688588;-45.6018;-18.389;11590.02;False;239.71;329.14;-0.33;;12283.44;;False;0
a4757f;N387CB  ;United States;1677688587.0;1677688587;-115.9873;43.4848;2415.54;False;80.07;295.91;-6.83;;2286.0;;False;0
e49446;AZU4761 ;Brazil;1677688342.0;1677688346;-47.0749;-22.9076;2400.3;False;151.16;102.38;0.0;;2545.08;;False;0
abb3b6;AAL795  ;United States;1677688586.0;1677688587;-81.1686;25.9707;4533.9;False;191.43;115.81;-10.08;;4808.22;;False;0
a7bc8e;EJA598  ;United States;1677688577.0;1677688586;-112.0372;36.6334;10058.4;False;205.62;168.75;0.0;;9814.56;;False;0
a9f041;N74AR   ;United States;1677688586.0;1677688588;-73.142;41.052;845.82;False;72.96;208.19;-0.33;;838.2;;False;0
a2d2eb;ENY3961 ;United States;1677688585.0;1677688585;-81.353;26.0513;5097.78;False;204.55;115.79;-13.98;;5425.44;;False;0
3c666a;DLH681  ;Germany;1677688587.0;1677688587;31.0551;34.072;10355.58;False;217.95;313.76;0.0;;10599.42;1153;False;0
abf008;SWA2190 ;United States;1677688586.0;1677688587;-103.6876;40.2251;5494.02;False;170.7;255.34;-5.2;;5364.48;;False;0
a60505;OUA11   ;United States;1677688473.0;1677688486;-97.4854;35.2252;548.64;False;35.8;82.57;-1.63;;495.3;;False;0
e4944f;TAM3934 ;Brazil;1677688288.0;1677688315;-46.2994;-23.6041;5783.58;False;192.06;87.54;13.0;;6141.72;;False;0
abb3be;DAL15   ;United States;1677688588.0;1677688588;-71.5618;42.8565;11582.4;False;219.14;230.14;0.0;;11445.24;;False;0
ace6bf;N930MC  ;United States;1677688588.0;1677688588;-90.6896;41.0057;4937.76;False;104.91;187.89;0.0;;4846.32;;False;0
aaf67d;SCAN05  ;United States;1677688587.0;1677688588;-76.8831;39.1872;556.26;False;96.37;93.37;-1.3;;556.26;;False;0
a46e8d;HAL51   ;United States;1677688587.0;1677688588;-82.337;41.5653;10972.8;False;186.78;301.37;0.0;;10957.56;1025;False;0
e80268;LPE2060 ;Chile;1677688588.0;1677688588;-76.7806;-12.3503;4419.6;False;166.11;116.09;10.4;;;;False;0
48cb15;TVS3502 ;Poland;1677688588.0;1677688588;2.0932;48.0813;10972.8;False;230.2;42.1;0.0;;10805.16;;False;0
e48d5c;AZU2848 ;Brazil;1677688587.0;1677688588;-35.3987;-7.7461;4091.94;False;111.76;321.92;1.95;;4328.16;;False;0
ac70a4;RAX159  ;United States;1677688587.0;1677688587;-83.105;42.6458;3268.98;False;147.73;193.7;6.83;;3154.68;;False;0
aa0938;N746E   ;United States;1677688587.0;1677688587;-97.5619;32.7104;4343.4;False;168.35;257.11;20.81;;4450.08;;False;0
a58e1e;SWA2395 ;United States;1677688588.0;1677688588;-122.4552;47.3676;2575.56;False;128.62;359.31;-7.8;;2514.6;;False;0
ac234a;GPD286  ;United States;1677688448.0;1677688448;-66.6243;18.2409;2232.66;False;122.99;88.56;-5.53;;2339.34;;False;0
a963f7;FFT153  ;United States;1677688587.0;1677688587;-84.4077;32.268;7132.32;False;239.25;179.01;4.55;;7437.12;;False;0
ac101f;SWA2789 ;United States;1677688585.0;1677688587;-112.2198;33.6113;2042.16;False;108.18;190.13;-7.8;;1996.44;;False;0
aa091c;N746CX  ;United States;1677688588.0;1677688588;-81.2902;41.0539;12496.8;False;271.84;71.46;0.0;;12512.04;0760;False;0
471efa;WZZ1CN  ;Hungary;1677688588.0;1677688588;16.8533;52.8956;10675.62;False;232.05;142.11;0.0;;10675.62;5226;False;0
ad90a3;AAL2398 ;United States;1677688582.0;1677688588;-79.8394;26.8411;4991.1;False;201.3;160.13;-9.75;;5318.76;;False;0
471eff;WZZ99RY ;Hungary;1677688588.0;1677688588;7.6072;51.5147;;True;7.46;239.06;;;;;False;0
471efd;WZZ1768 ;Hungary;1677688505.0;1677688524;21.7732;44.7742;10668.0;False;231.01;89.23;0.0;;10622.28;;False;0
aae35b;KP0800  ;United States;1677688424.0;1677688424;-73.9694;23.5479;9464.04;False;235.43;123.41;1.63;;9921.24;;False;0
e80279;LPE2107 ;Chile;1677688129.0;1677688587;-76.0533;-12.9456;8046.72;False;229.01;130.99;4.88;;;;False;0
4b185d;HBJFX   ;Switzerland;;1677688576;;;;False;12.86;210.94;;;;;False;0
ad5662;TG74    ;United States;1677688291.0;1677688291;-104.4219;38.2383;1859.28;False;65.34;270.45;-0.65;;1783.08;;False;0
ad9cd9;N9764F  ;United States;1677688581.0;1677688581;-80.2604;25.9908;91.44;False;45.92;282.95;1.95;;137.16;;False;0
a4ab11;N40JA   ;United States;1677688588.0;1677688588;-75.0324;40.1885;1325.88;False;39.83;264.07;0.65;;1295.4;;False;0
4031bf;GLACB   ;United Kingdom;1677688301.0;1677688304;-2.3918;53.4652;-68.58;False;29.82;15.0;-2.28;;106.68;;False;0
ace6e2;AAL2641 ;United States;1677688412.0;1677688427;-80.9559;35.0936;845.82;False;99.67;354.97;-5.85;;868.68;;False;0
3442c9;GES091F ;Spain;1677688587.0;1677688588;8.635;50.1069;1684.02;False;141.41;355.41;16.26;;1775.46;3737;False;0
a34e97;DAL394  ;United States;1677688588.0;1677688588;-88.1208;36.7788;10668.0;False;267.28;118.64;0.0;;10881.36;0501;False;0
488209;SPARK   ;Poland;1677688588.0;1677688588;25.1928;43.5674;12496.8;False;236.9;148.59;-0.33;;12489.18;;False;0
ac1042;SWA2556 ;United States;1677688587.0;1677688587;-95.4366;41.0334;11277.6;False;294.99;87.8;0.0;;11178.54;;False;0
a46e6a;FFT486  ;United States;1677688588.0;1677688588;-83.0386;28.1335;8389.62;False;235.09;162.16;-5.85;;8831.58;;False;0
abf025;SWA1524 ;United States;1677688587.0;1677688588;-95.5651;36.2231;10355.58;False;187.93;267.65;0.0;;10515.6;3475;False;0
a8dc84;        ;United States;1677688588.0;1677688588;-87.6702;40.9728;8671.56;False;207.77;160.62;10.4;;8602.98;7276;False;0
a53ee2;UAL455  ;United States;1677688588.0;1677688588;-80.426;39.1068;9166.86;False;176.13;272.68;-1.95;;9288.78;;False;0
a4c527;RPA4768 ;United States;1677688588.0;1677688588;-84.0347;37.08;9845.04;False;278.05;72.34;4.23;;10073.64;;False;0
4b184e;PJS800  ;Switzerland;1677688587.0;1677688588;8.5596;46.7325;7010.4;False;257.08;273.1;0.0;;7002.78;6226;False;0
ac21e4;DAL2671 ;United States;1677688584.0;1677688587;-85.2341;32.9213;6545.58;False;225.26;6.56;0.0;;6819.9;;False;0
a94b50;UAL1382 ;United States;1677688583.0;1677688583;-102.3074;36.5091;9593.58;False;300.37;70.39;3.9;;9601.2;;False;0
0c4144;HI955   ;Dominican Republic;1677688514.0;1677688546;-73.8675;20.1332;12192.0;False;207.11;293.57;0.0;;12809.22;;False;0
c02e9b;JZA941  ;Canada;1677688457.0;1677688520;-74.1651;40.7005;;True;1.8;25.31;;;;1503;False;0
abad94;SWA117  ;United States;1677688587.0;1677688588;-91.5585;33.0002;11582.4;False;190.97;246.34;0.0;;11932.92;;False;0
ace790;N930VM  ;United States;1677688588.0;1677688588;-95.0494;38.57;7604.76;False;147.78;163.21;-3.9;;7604.76;;False;0
aae1f5;N800AZ  ;United States;1677688571.0;1677688571;-80.4647;26.7003;1074.42;False;119.38;91.23;-9.75;;1188.72;;False;0
a0a734;EDG141  ;United States;1677688587.0;1677688588;-84.2749;33.4813;12496.8;False;244.75;163.01;0.33;;12908.28;6660;False;0
a7c2be;N6BZ    ;United States;1677688586.0;1677688587;-82.8621;33.4191;2407.92;False;75.02;242.2;0.33;;2484.12;;False;0
a94b4d;UAL749  ;United States;1677688587.0;1677688588;-103.9931;39.4416;6088.38;False;165.23;304.09;-2.6;;5981.7;;False;0
0d0ae5;VTM628  ;Mexico;1677688587.0;1677688587;-87.0457;21.2623;1203.96;False;110.59;277.75;-5.85;;1272.54;;False;0
aae1f8;N800BB  ;United States;;1677688536;;;;False;43.32;184.09;-1.63;;;;False;0
4b187e;SWR22   ;Switzerland;1677688587.0;1677688588;-59.4736;48.6495;12192.0;False;226.08;245.53;0.0;;11856.72;;False;0
a6a2f7;N527AH  ;United States;1677688588.0;1677688588;-78.1575;36.7535;11300.46;False;259.02;40.65;-3.9;;11529.06;;False;0
4b187f;SWR69J  ;Switzerland;1677688580.0;1677688586;8.5363;47.4752;;True;0.0;154.69;;;;3011;False;0
ae61b3;CONGO63 ;United States;1677688582.0;1677688587;-104.8315;38.9735;3345.18;False;65.58;334.44;8.13;;3268.98;;False;0
c02e8f;JZA975  ;Canada;1677688588.0;1677688588;-94.4265;38.6638;10972.8;False;175.34;225.24;0.33;;11010.9;;False;0
ae0115;TEAL18  ;United States;1677688588.0;1677688588;-90.2017;30.1032;7315.2;False;134.88;256.55;-0.33;;7658.1;;False;0
a7c2c0;N6CA    ;United States;1677688588.0;1677688588;-77.855;39.0992;2392.68;False;76.67;181.15;0.0;;2385.06;;False;0
4b1884;SWR27A  ;Switzerland;1677688587.0;1677688588;-72.3569;41.004;5295.9;False;164.03;238.2;-4.88;;5257.8;;False;0
440248;EJU65AB ;Austria;1677688505.0;1677688585;33.6782;32.7365;5143.5;False;210.98;121.95;-8.45;;6080.76;1266;False;0
3c65c3;DLH3U   ;Germany;1677688588.0;1677688588;6.3364;50.3626;7772.4;False;198.22;105.66;-8.78;;7749.54;2006;False;0
a5d26d;N47406  ;United States;1677688569.0;1677688570;-75.5288;40.2454;304.8;False;42.95;43.06;3.25;;297.18;;False;0
c01b74;SCM20   ;Canada;1677688587.0;1677688588;-72.6638;45.6099;9753.6;False;90.16;279.19;0.0;;9448.8;;False;0
0d0af1;VIV2103 ;Mexico;1677688376.0;1677688376;-86.8983;21.0654;99.06;False;68.35;123.33;-3.25;;175.26;;False;0
abad8a;N8511   ;United States;1677688524.0;1677688524;-85.3889;34.213;1798.32;False;81.1;193.95;0.33;;1844.04;;False;0
ace785;ASA289  ;United States;1677688587.0;1677688588;-89.7041;42.7553;9144.0;False;177.08;265.17;0.0;;8999.22;1501;False;0
a03118;CCJ77   ;United States;1677688587.0;1677688587;-74.1498;42.073;3147.06;False;134.83;195.95;-0.33;;3086.1;;False;0
a0f4a2;DAL141  ;United States;1677688584.0;1677688587;-69.8917;43.9251;10980.42;False;224.9;226.67;0.33;;10721.34;2423;False;0
a72598;N56LN   ;United States;1677688587.0;1677688587;-81.562;29.2665;6629.4;False;200.61;5.74;9.43;;6941.82;;False;0
a9b554;N7244H  ;United States;1677688588.0;1677688588;-81.7364;28.843;853.44;False;50.73;59.53;5.53;;914.4;;False;0
ad3ae6;N505AF  ;United States;1677688588.0;1677688588;-74.5911;40.6824;617.22;False;44.09;48.31;3.58;;617.22;;False;0
ac1afa;SWA2329 ;United States;1677688585.0;1677688588;-81.5573;32.2621;3299.46;False;160.15;295.49;5.53;;3429.0;;False;0
a8e2d6;DAL1950 ;United States;1677688587.0;1677688587;-74.3387;25.1258;10668.0;False;264.36;127.81;0.0;;11209.02;;False;0
3c5ee5;GWI50WR ;Germany;1677688588.0;1677688588;9.4637;49.5478;8846.82;False;215.64;1.64;8.13;;8778.24;5040;False;0
ae1479;VM767   ;United States;1677688588.0;1677688588;-87.1308;32.0347;8313.42;False;158.25;225.66;-11.05;;8679.18;7076;False;0
a9520b;N7YJ    ;United States;1677688563.0;1677688587;-80.8021;28.4213;335.28;False;23.1;78.44;0.33;;358.14;;False;0
0d0aef;AMX649  ;Mexico;1677688587.0;1677688588;-115.2744;32.2748;10066.02;False;264.64;117.81;-0.33;;10058.4;;False;0
3c65c7;DLH8MM  ;Germany;1677688588.0;1677688588;8.513;49.9334;2438.4;False;153.84;249.44;0.0;;2506.98;1000;False;0
3c65c6;DLH6CJ  ;Germany;1677688588.0;1677688588;8.6246;50.2476;3413.76;False;150.34;357.65;18.86;;3474.72;2551;False;0
aded77;JBU2269 ;United States;1677688588.0;1677688588;-70.7639;42.381;1722.12;False;148.23;107.37;17.23;;1661.16;;False;0
a94b2e;UAL1558 ;United States;1677688588.0;1677688588;-103.5765;40.5159;6964.68;False;176.14;245.68;-12.35;;6819.9;;False;0
3c5ee3;GWI84YT ;Germany;1677688587.0;1677688588;8.0475;51.3053;5562.6;False;176.78;156.87;14.31;;5623.56;1242;False;0
800373;AIC642  ;India;1677688588.0;1677688588;75.7694;16.2146;10980.42;False;237.88;323.35;-0.33;;11559.54;;False;0
3c5ee2;GWI9090 ;Germany;1677688543.0;1677688543;6.7529;51.2792;;True;5.66;334.69;;;;;False;0
3c5ee1;EWG9212 ;Germany;1677688588.0;1677688588;8.3163;52.9249;11269.98;False;216.04;34.52;-0.33;;11231.88;3746;False;0
0d0afb;VTM662  ;Mexico;1677688588.0;1677688588;-86.3806;21.1193;6073.14;False;124.99;236.24;1.63;;6492.24;;False;0
a0573d;N12082  ;United States;1677688585.0;1677688588;-80.8887;28.7434;1455.42;False;55.34;339.88;-0.33;;1524.0;;False;0
a45b96;DAL1401 ;United States;1677688586.0;1677688587;-79.1666;28.8563;10485.12;False;239.1;189.04;-4.88;;11010.9;;False;0
ad41eb;CRE417  ;United States;1677688588.0;1677688588;-81.0171;32.6692;13106.4;False;223.34;181.45;0.0;;13533.12;;False;0
505dac;ELJ403  ;Slovakia;1677688588.0;1677688588;13.7431;46.6612;11231.88;False;228.06;64.76;-2.28;;11109.96;1000;False;0
3c5ef6;EWG465  ;Germany;1677688587.0;1677688588;4.3039;50.8403;8869.68;False;188.8;98.46;-5.2;;8801.1;3443;False;0
a94b48;UAL2194 ;United States;1677688320.0;1677688350;-95.1097;30.0307;1295.4;False;114.84;87.43;-4.88;;1623.06;;False;0
ae1465;RIDER91 ;United States;1677688586.0;1677688588;-88.2977;39.1302;7315.2;False;186.19;244.99;0.0;;7376.16;6201;False;0
