icao24;callsign;origin_country;time_position;last_contact;longitude;latitude;baro_altitude;on_ground;velocity;true_track;vertical_rate;sensors;geo_altitude;squawk;spi;position_source
a37ec6;SCA43   ;United States;1677688587.0;1677688587;-111.8522;33.1052;1379.22;False;59.47;329.89;-0.33;;1325.88;;False;0
a37ec4;AAL2819 ;United States;1677688588.0;1677688588;-87.1246;42.4518;3078.48;False;142.1;249.66;-1.63;;2987.04;3021;False;0
407600;BAW733C ;United Kingdom;1677688588.0;1677688588;0.7941;50.7758;6568.44;False;186.13;322.75;-6.83;;6545.58;5754;False;0
a9961b;AAL67   ;United States;1677688554.0;1677688565;-67.3923;43.3999;10972.8;False;215.55;239.76;0.0;;10713.72;;False;0
a85c3e;JBU2274 ;United States;1677688588.0;1677688588;-74.1031;40.7896;571.5;False;85.13;205.79;-4.88;;594.36;2307;False;0
aa73b9;UAL1437 ;United States;1677688588.0;1677688588;-75.7649;41.5568;11430.0;False;169.98;290.74;7.15;;11384.28;1141;False;0
aabe22;N7910P  ;United States;1677688587.0;1677688587;-97.8262;35.2411;1828.8;False;73.36;185.23;0.0;;1798.32;;False;0
a07579;DAL1461 ;United States;1677688588.0;1677688588;-99.4225;42.2005;10401.3;False;289.65;63.53;7.8;;10142.22;;False;0
ab7b02;AAL345  ;United States;1677688587.0;1677688588;-96.8888;32.3933;4930.14;False;182.18;158.29;10.73;;5059.68;;False;0
a3b06f;WSN7    ;United States;1677688499.0;1677688499;-112.0142;33.4345;;True;2.57;185.62;;;;;False;0
a826f1;SKW5736 ;United States;1677688587.0;1677688587;-119.3221;39.8998;10027.92;False;221.25;248.45;-4.88;;9692.64;;False;0
a7fff9;N6140G  ;United States;1677688588.0;1677688588;-76.5686;40.2569;678.18;False;56.53;346.85;-1.63;;647.7;;False;0
aa1f5a;SKW3183 ;United States;1677688588.0;1677688588;-118.3374;33.9586;434.34;False;53.19;265.01;-2.28;;335.28;3752;False;0
a9df0c;;United States;1677688563.0;1677688563;-86.5106;36.6595;960.12;False;74.9;105.95;0.0;;914.4;;False;0
a74f8a;N570MP  ;United States;1677688472.0;1677688472;-104.8501;39.584;;True;0.0;329.06;;;;;False;0
4b1b89;HBKLD   ;Switzerland;1677688583.0;1677688585;8.9909;47.5204;487.68;False;32.21;63.43;-1.3;;563.88;7000;False;0
aba8b0;PDU50   ;United States;1677688587.0;1677688587;-86.3271;40.2768;960.12;False;55.58;97.98;-0.33;;861.06;;False;0
a61bb1;ERU493  ;United States;1677688587.0;1677688587;-81.3555;29.3152;1059.18;False;46.4;273.81;0.33;;1112.52;;False;0
406df5;GSGTS   ;United Kingdom;1677688588.0;1677688588;-4.6585;55.9426;1645.92;False;78.37;285.22;0.33;;1828.8;;False;0
ab2c0c;DAL270  ;United States;1677688562.0;1677688562;-59.7964;-10.0903;10972.8;False;256.94;316.78;0.0;;11696.7;;False;0
a44565;UAL1656 ;United States;1677688587.0;1677688587;-89.4795;33.5011;10363.2;False;212.68;187.37;0.33;;10698.48;7216;False;0
a79e31;JBU2594 ;United States;1677688587.0;1677688588;-81.1242;28.7914;10660.38;False;220.33;340.21;0.0;;11193.78;;False;0
400d5b;BAW833D ;United Kingdom;1677688587.0;1677688588;7.3112;47.5326;11590.02;False;237.07;294.9;0.0;;11437.62;7512;False;0
aba941;N850VP  ;United States;1677688440.0;1677688440;-86.485;30.4152;53.34;False;62.99;141.63;-3.25;;68.58;;False;0
a6ce36;ASA402  ;United States;1677688588.0;1677688588;-118.5684;46.9773;10058.4;False;216.84;102.19;0.0;;9791.7;;False;0
a2fe86;N292SP  ;United States;1677688583.0;1677688587;-74.2908;40.0439;784.86;False;55.71;132.38;-1.63;;762.0;0435;False;0
750479;XAX532  ;Malaysia;1677688579.0;1677688579;102.4295;3.0395;6934.2;False;212.17;70.6;6.18;;7368.54;;False;0
a0628f;AAL2535 ;United States;1677688588.0;1677688588;-98.9105;32.329;8442.96;False;248.86;86.8;-4.55;;8702.04;;False;0
750478;XAX182  ;Malaysia;1677688587.0;1677688588;76.6489;28.5575;1501.14;False;98.88;10.49;-4.88;;1630.68;;False;0
acaf0b;EDV5452 ;United States;1677688588.0;1677688588;-88.0355;43.0913;6019.8;False;153.36;278.29;-8.13;;5875.02;1642;False;0
395d6d;BGA214N ;France;1677688588.0;1677688588;-0.3796;45.6185;10363.2;False;202.62;326.92;0.0;;10203.18;2303;False;0
a515f6;N427DL  ;United States;1677688576.0;1677688576;-86.6522;21.7147;6667.5;False;187.25;35.04;10.08;;7025.64;;False;0
ad36a8;SWA1423 ;United States;1677688587.0;1677688587;-99.0501;41.2084;10972.8;False;185.48;259.94;-0.33;;10797.54;;False;0
a0ab8d;EJA142  ;United States;1677688587.0;1677688587;-96.288;32.0936;12184.38;False;194.77;230.47;0.98;;12550.14;3021;False;0
8940a2;GFA018  ;Bahrain;1677688359.0;1677688359;49.3733;28.4205;10668.0;False;252.8;140.28;-0.33;;10980.42;;False;0
a1e56e;N221HG  ;United States;1677688588.0;1677688588;-84.4426;39.9706;487.68;False;28.31;155.3;0.0;;419.1;;False;0
a43e5b;UAL530  ;United States;1677688586.0;1677688588;-101.7104;37.5485;10972.8;False;208.41;310.29;0.0;;10957.56;;False;0
a5521c;ASA541  ;United States;1677688587.0;1677688588;-111.5137;40.9682;10972.8;False;224.88;310.17;0.0;;10637.52;;False;0
400111;VPBCL   ;United Kingdom;1677688587.0;1677688587;15.5005;42.4787;11887.2;False;241.94;134.05;-0.33;;11811.0;7305;False;0
75047e;NEP221  ;Malaysia;1677688569.0;1677688583;103.951;1.2863;396.24;False;68.03;22.69;-3.9;;434.34;;False;0
a43e5e;UAL257  ;United States;1677688584.0;1677688588;-79.7752;27.4116;3634.74;False;196.27;193.49;-12.03;;3916.68;;False;0
a37eff;DAL1545 ;United States;1677688587.0;1677688587;-109.6208;39.3918;9974.58;False;219.95;296.98;-2.93;;9707.88;;False;0
a3c2d5;UPS208  ;United States;1677688588.0;1677688588;-78.6189;39.077;11590.02;False;190.29;242.47;0.33;;11704.32;1164;False;0
0d06a7;SLI344  ;Mexico;1677688584.0;1677688587;-98.9328;18.6125;7315.2;False;210.66;177.2;0.33;;7802.88;;False;0
a98eb4;715AV   ;United States;1677688588.0;1677688588;-74.9549;40.4326;1965.96;False;156.46;46.33;-9.1;;1943.1;;False;0
78021c;CPA3142 ;China;1677688588.0;1677688588;77.1775;28.278;3703.32;False;184.4;114.56;15.28;;3832.86;;False;0
a2f227;OXF4065 ;United States;1677688588.0;1677688588;-111.7536;33.4405;731.52;False;38.68;151.39;1.3;;685.8;;False;0
8940a5;DHX722A ;Bahrain;1677688588.0;1677688588;89.0544;22.5816;9753.6;False;205.09;276.63;0.33;;10195.56;5321;False;0
ab8cc1;UAL340  ;United States;1677688587.0;1677688588;-104.5198;40.0193;2964.18;False;135.83;0.87;-8.13;;2903.22;;False;0
a7db08;NKS2008 ;United States;1677688587.0;1677688588;-73.2741;40.4593;10972.8;False;203.33;215.94;0.0;;10957.56;2005;False;0
a44548;DAL2310 ;United States;1677688587.0;1677688588;-122.3232;47.6454;1013.46;False;99.39;152.9;-5.53;;990.6;;False;0
a635da;KPO5    ;United States;1677688588.0;1677688588;-93.817;37.2774;13106.4;False;186.75;258.72;0.0;;13243.56;;False;0
a43e60;UAL1332 ;United States;1677688588.0;1677688588;-77.0476;38.8817;99.06;False;68.4;136.22;-3.58;;121.92;2571;False;0
394a0c;AFR014  ;France;1677688585.0;1677688587;-67.0311;45.3007;11582.4;False;238.62;235.01;0.0;;11285.22;2446;False;0
ae0940;VM374   ;United States;1677688587.0;1677688588;-81.0905;30.8462;6080.76;False;187.15;185.68;-4.23;;6355.08;;False;0
ac0fdc;SWA1741 ;United States;1677688287.0;1677688288;-94.7426;39.2486;640.08;False;72.99;13.45;-4.55;;601.98;;False;0
4ca56f;RYR65TA ;Ireland;1677688587.0;1677688588;3.6222;42.0815;7673.34;False;189.1;234.97;-8.78;;7566.66;1733;False;0
4ca56e;RYR5YK  ;Ireland;1677688588.0;1677688588;-9.6334;52.158;289.56;False;69.79;71.97;-4.55;;495.3;;False;0
ab9fef;N8480F  ;United States;1677688586.0;1677688588;-82.6125;27.7695;205.74;False;46.27;8.31;-1.95;;251.46;;False;0
394a0e;AFR968  ;France;1677688583.0;1677688584;-11.7988;49.9793;9753.6;False;257.35;271.83;0.0;;9806.94;;False;0
ade939;TG70    ;United States;1677688587.0;1677688587;-104.3959;38.2026;2560.32;False;47.95;189.26;-1.95;;2453.64;;False;0
c0173f;ACA857  ;Canada;1677688587.0;1677688588;-9.039;52.987;9753.6;False;243.37;288.36;0.0;;9822.18;6371;False;0
a4a890;N4GL    ;United States;1677688357.0;1677688357;-84.261;30.1983;1463.04;False;61.77;268.09;-2.28;;1950.72;;False;0
a05b7e;DAL2380 ;United States;1677688588.0;1677688588;-77.7516;38.7206;11574.78;False;199.68;228.34;-0.33;;11727.18;;False;0
abf6ae;DAL1926 ;United States;1677688587.0;1677688588;-90.1602;29.766;10668.0;False;228.35;176.38;0.0;;11132.82;;False;0
a44544;UAL1462 ;United States;1677688588.0;1677688588;-100.1786;32.9685;10972.8;False;223.56;331.25;0.0;;11224.26;;False;0
78022e;CPA679  ;China;1677688587.0;1677688588;88.9962;24.1959;10363.2;False;216.92;304.86;0.0;;10820.4;5325;False;0
a2c8fe;N279M   ;United States;1677688585.0;1677688588;-81.9088;31.9893;7002.78;False;147.69;355.0;-0.33;;7307.58;;False;0
4ca56b;RYR1PA  ;Ireland;1677688587.0;1677688588;-0.7926;38.6102;2842.26;False;130.17;195.35;-6.5;;2865.12;;False;0
4074b8;EZY52QV ;United Kingdom;1677688588.0;1677688588;-16.1776;32.2321;10668.0;False;220.58;201.48;0.0;;11003.28;;False;0
a2aef2;N272LP  ;United States;1677688588.0;1677688588;-74.4909;41.2854;1036.32;False;40.38;34.09;-1.95;;1028.7;1200;False;0
4074b5;EZY78GC ;United Kingdom;1677688587.0;1677688588;2.8194;49.4916;11590.02;False;243.15;312.94;-0.33;;11460.48;2770;False;0
c01755;ACA103  ;Canada;1677688588.0;1677688588;-104.9765;51.3571;10972.8;False;235.87;274.63;0.0;;10401.3;;False;0
a1cb4d;N2144L  ;United States;1677688319.0;1677688319;-104.5754;38.9553;2164.08;False;40.35;160.64;-2.93;;2095.5;;False;0
c01754;ACA56   ;Canada;1677688547.0;1677688553;55.3406;25.2597;;True;0.0;120.94;;;;;False;0
abefba;SWA2579 ;United States;1677688588.0;1677688588;-81.3314;39.4857;6682.74;False;220.7;36.47;-10.08;;6728.46;;False;0
ab5993;AAL2036 ;United States;1677688588.0;1677688588;-79.5147;36.8226;9144.0;False;198.23;221.63;0.33;;9349.74;3351;False;0
a622bc;ASA1226 ;United States;1677688586.0;1677688587;-122.3063;47.4508;;True;4.89;0.0;;;;;False;0
396446;AFR963  ;France;1677688587.0;1677688587;24.9302;39.2806;10972.8;False;246.28;320.42;0.0;;11049.0;7213;False;0
a8a083;NKS1843 ;United States;1677688588.0;1677688588;-100.7244;33.9079;10965.18;False;220.39;328.94;-0.33;;11186.16;;False;0
abdcb7;ASH6029 ;United States;1677688587.0;1677688587;-77.4572;38.946;;True;8.23;180.0;;;;;False;0
aa1eb2;KSF51   ;United States;1677688586.0;1677688588;-81.0391;41.0679;1409.7;False;72.83;81.47;0.33;;1363.98;;False;0
a6bb18;ILU26U  ;United States;1677688587.0;1677688587;-88.1172;40.0798;944.88;False;75.37;81.76;-0.33;;868.68;;False;0
ac5312;ASH6071 ;United States;1677688588.0;1677688588;-96.435;29.9754;6088.38;False;186.65;281.12;-3.9;;6355.08;7150;True;0
a2fe3e;N292PS  ;United States;1677688588.0;1677688588;-72.9117;45.1807;1760.22;False;124.3;202.64;-0.65;;1699.26;;False;0
a1e54f;N221GA  ;United States;1677688588.0;1677688588;-84.1886;32.5539;13716.0;False;234.68;169.13;0.0;;14112.24;3147;False;0
395d67;BGA231H ;France;1677688587.0;1677688588;2.6492;48.8905;10058.4;False;197.72;204.76;0.0;;9921.24;1372;False;0
ad2fd0;AAL2234 ;United States;1677688588.0;1677688588;-96.7863;33.2769;2065.02;False;127.76;267.0;-5.2;;2087.88;;False;0
a1f891;N226PA  ;United States;1677688540.0;1677688543;-79.1071;35.5703;99.06;False;32.7;19.29;-3.25;;106.68;;False;0
a2189c;AAY488  ;United States;1677688588.0;1677688588;-84.1273;39.9807;10355.58;False;206.62;343.96;0.0;;10408.92;;False;0
c077bf;JZA706  ;Canada;1677688588.0;1677688588;-80.5734;43.4244;3261.36;False;147.43;38.91;-7.48;;3147.06;6632;False;0
a9704d;DAL391  ;United States;1677688588.0;1677688588;-105.0627;39.8755;11582.4;False;195.82;253.52;0.0;;11399.52;2346;False;0
a00d13;00000   ;United States;1677688378.0;1677688378;-81.6551;30.2318;22.86;False;58.15;268.48;-2.93;;38.1;;False;0
a528d6;SWA2573 ;United States;1677688587.0;1677688588;-82.5272;28.9418;11887.2;False;234.59;180.0;0.0;;12428.22;;False;0
a42b95;N368SA  ;United States;1677688588.0;1677688588;-73.4287;40.7778;243.84;False;59.99;329.04;0.65;;266.7;;False;0
a97c9a;FFT1062 ;United States;1677688587.0;1677688587;-81.8986;31.2803;10050.78;False;232.84;350.2;0.33;;10477.5;;False;0
a2eb92;N2879C  ;United States;1677688586.0;1677688587;-82.0066;26.9271;2407.92;False;77.15;313.38;0.0;;2522.22;;False;0
a3e8e1;N351DT  ;United States;1677688555.0;1677688575;-81.6751;27.8207;640.08;False;134.29;89.12;-7.15;;723.9;;False;0
78024f;CSZ8966 ;China;1677688563.0;1677688564;114.7572;22.7856;4518.66;False;170.36;257.26;-4.88;;4739.64;;False;0
abdcc2;N8633E  ;United States;1677688508.0;1677688510;-80.3521;26.501;1409.7;False;47.82;139.8;-5.85;;1478.28;;False;0
3460d4;ECMZV   ;Spain;1677688587.0;1677688587;2.5643;41.7546;899.16;False;54.54;205.11;0.65;;922.02;;False;0
abefdd;SWA697  ;United States;1677688587.0;1677688588;-113.0807;36.7854;11582.4;False;185.72;232.65;0.0;;11346.18;;False;0
ae56c5;1320605 ;United States;1677688357.0;1677688358;-103.0574;44.0378;;True;0.0;326.25;;;;;False;0
a54b09;N440EH  ;United States;1677688587.0;1677688587;-84.2796;40.1984;1219.2;False;87.98;180.67;0.0;;1135.38;;False;0
a4f5a0;ASA306  ;United States;1677688588.0;1677688588;-120.2452;47.3069;8100.06;False;238.12;98.32;6.5;;7894.32;;False;0
750452;AXM69   ;Malaysia;1677688584.0;1677688584;83.6751;14.9608;10972.8;False;230.86;299.65;0.0;;11582.4;2164;False;0
c04b8e;CGCPX   ;Canada;1677688454.0;1677688454;-90.8876;48.4882;4846.32;False;130.68;277.24;-0.65;;4594.86;;False;0
a5f07b;ERU482  ;United States;1677688588.0;1677688588;-81.4074;29.332;1211.58;False;46.61;10.81;-0.98;;1158.24;;False;0
c04b8c;CGCPV   ;Canada;1677688587.0;1677688587;-123.3942;48.4182;60.96;False;46.31;220.95;1.3;;76.2;;False;0
ab2c72;SCX350  ;United States;1677688583.0;1677688583;-93.2297;44.8755;;True;8.23;225.0;;;;;False;0
47923c;RTG5406 ;Norway;1677688588.0;1677688588;9.5266;52.287;12192.0;False;229.07;5.8;0.0;;12146.28;5746;False;0
a97076;TIV707  ;United States;1677688587.0;1677688587;-81.2831;28.1383;769.62;False;133.77;245.7;-7.48;;822.96;;False;0
aca309;AAL652  ;United States;1677688587.0;1677688587;-84.8407;37.269;10972.8;False;175.88;230.82;0.0;;11178.54;;False;0
400d91;EZY86EB ;United Kingdom;1677688587.0;1677688588;0.2787;49.5953;11803.38;False;224.59;166.22;5.53;;11673.84;2013;False;0
acb636;AAL1639 ;United States;1677688588.0;1677688588;-74.6615;40.0868;3025.14;False;187.22;47.9;-5.2;;3025.14;3501;False;0
adc313;SKW5558 ;United States;1677688587.0;1677688588;-94.4928;35.4106;9753.6;False;201.91;314.28;-0.33;;9966.96;;False;0
a3e8eb;N351EC  ;United States;1677688588.0;1677688588;-70.981;20.6042;12489.18;False;261.33;136.91;0.65;;13091.16;;False;0
ac533c;EDV4867 ;United States;1677688471.0;1677688587;-84.1736;31.8217;2491.74;False;115.75;152.18;-7.48;;2545.08;;False;0
395143;MOL77   ;France;;1677688492;;;;False;67.16;354.73;-0.98;;;;False;0
3c70c1;GEC8224 ;Germany;1677688588.0;1677688588;6.0307;51.0752;9654.54;False;283.92;291.36;5.2;;9593.58;0620;False;0
abdcdc;ASH6165 ;United States;1677688588.0;1677688588;-98.9762;31.2409;10972.8;False;199.66;328.81;0.0;;11292.84;;False;0
a7b8a1;JIA5069 ;United States;1677688588.0;1677688588;-89.1929;30.9654;8747.76;False;261.27;75.64;6.18;;9121.14;;False;0
ade971;N996FG  ;United States;1677688586.0;1677688587;-78.617;36.0248;640.08;False;53.11;261.09;-3.58;;624.84;1772;False;0
abdcda;ASH6122 ;United States;1677688587.0;1677688588;-95.7785;29.7455;3528.06;False;171.25;61.66;-9.43;;3672.84;;False;0
3c70c5;GEC8441 ;Germany;1677688588.0;1677688588;18.6451;47.0835;10363.2;False;247.65;292.73;0.0;;10302.24;;False;0
34134d;IBE32LV ;Spain;1677688588.0;1677688588;4.5962;42.0336;10363.2;False;223.31;41.92;-0.33;;10149.84;5332;False;0
a44585;UAL2615 ;United States;1677688588.0;1677688588;-95.0937;40.5378;7315.2;False;193.55;248.48;0.0;;7246.62;;False;0
3c70c8;GEC8264 ;Germany;1677688586.0;1677688586;-2.7787;39.6913;9448.8;False;244.98;213.52;0.0;;9319.26;;False;0
a44588;UAL223  ;United States;1677688587.0;1677688587;-78.3676;40.166;7315.2;False;192.98;274.43;0.0;;7322.82;;False;0
3c70c6;GEC8290 ;Germany;1677688587.0;1677688588;11.8428;47.9877;11277.6;False;230.54;132.2;0.0;;11178.54;6433;False;0
a6982f;N524EA  ;United States;1677688276.0;1677688276;-74.0596;40.8483;-60.96;False;55.65;183.18;-0.65;;7.62;;False;0
aac3f4;JBU501  ;United States;1677688588.0;1677688588;-75.5787;37.6703;10363.2;False;208.7;207.45;0.0;;10515.6;;False;0
750419;AXM5116 ;Malaysia;1677688588.0;1677688588;113.4133;5.3204;10058.4;False;228.9;71.93;0.0;;10751.82;;False;0
abdce1;SWA1628 ;United States;1677688587.0;1677688587;-110.2402;34.997;10363.2;False;175.7;278.25;-0.33;;10226.04;;False;0
3cccf5;UNI110  ;Germany;1677688588.0;1677688588;5.0844;53.4259;11894.82;False;207.07;20.51;1.95;;11879.58;2333;False;0
750413;AXM13   ;Malaysia;1677688524.0;1677688524;80.0709;13.0202;2636.52;False;146.75;261.33;-7.48;;2735.58;;False;0
a087a0;N133PE  ;United States;1677688450.0;1677688450;-88.1278;35.2041;4259.58;False;122.9;324.71;0.0;;4373.88;;False;0
3c70af;BCS6761 ;Germany;1677688304.0;1677688307;-5.8424;41.3818;10561.32;False;186.96;287.29;-2.93;;10477.5;;False;0
a30b6a;;United States;1677688586.0;1677688586;-77.5184;37.3997;182.88;False;48.77;142.28;5.2;;198.12;;False;0
a9703f;BYA707  ;United States;1677688587.0;1677688587;-81.7667;34.5677;7620.0;False;111.68;345.32;1.3;;7879.08;;False;0
a2fe8f;SKW3514 ;United States;1677688587.0;1677688588;-122.3175;47.505;350.52;False;70.99;180.0;-4.23;;350.52;;False;0
ad1cde;JBU687  ;United States;1677688587.0;1677688587;-89.8674;46.6846;10363.2;False;194.69;282.82;0.0;;9944.1;;False;0
a1e58f;RPA5669 ;United States;1677688586.0;1677688587;-79.8881;40.2296;10972.8;False;166.3;272.3;0.0;;10988.04;;False;0
ab336c;N8201X  ;United States;1677688372.0;1677688372;-81.8869;28.6279;60.96;False;36.97;68.79;-2.28;;106.68;;False;0
a55218;AAL515  ;United States;1677688576.0;1677688584;-112.0023;33.4379;;True;0.0;135.0;;;;;False;0
a648e1;CSI504  ;United States;1677688587.0;1677688587;-102.0828;32.6773;5791.2;False;155.26;7.81;0.0;;5867.4;;False;0
406ded;CG187   ;United Kingdom;1677688587.0;1677688588;-3.8074;51.3705;22.86;False;45.42;256.91;-0.98;;205.74;;False;0
a44570;DAL997  ;United States;1677688578.0;1677688579;-113.01;47.1389;10972.8;False;228.32;281.44;0.0;;10553.7;;False;0
750424;MXD281  ;Malaysia;1677688561.0;1677688586;100.5158;5.5415;10363.2;False;245.35;336.39;-0.33;;11026.14;;False;0
a02728;N109LL  ;United States;1677688575.0;1677688576;-95.4816;38.9217;2286.0;False;95.21;75.29;0.0;;2232.66;;False;0
3f59f3;GAF833  ;Germany;1677688576.0;1677688576;21.4128;46.2752;10066.02;False;237.6;151.27;0.33;;10058.4;7615;False;0
a43e83;;United States;1677688587.0;1677688587;-101.8806;41.0458;9166.86;False;175.2;248.1;-4.88;;8999.22;;False;0
add61d;N9908K  ;United States;1677688583.0;1677688587;-105.018;40.0491;1950.72;False;47.23;213.0;-1.63;;1851.66;;False;0
750422;MXD155  ;Malaysia;1677688588.0;1677688588;116.396;-30.5309;11574.78;False;235.68;185.51;0.0;;12176.76;2117;False;0
ad6c3b;AAL1820 ;United States;1677688588.0;1677688588;-101.4767;34.2416;9144.0;False;198.92;298.75;0.0;;9281.16;;False;0
750423;MXD208  ;Malaysia;1677688586.0;1677688588;84.0418;24.5175;11277.6;False;257.83;129.09;0.0;;11734.8;0505;False;0
a0c4a1;FDX614  ;United States;1677688582.0;1677688587;-95.7042;36.5451;10675.62;False;278.22;102.49;0.0;;10820.4;3221;False;0
a05ab3;UCA4334 ;United States;1677688587.0;1677688587;-93.1072;29.9818;8953.5;False;244.16;78.45;5.2;;9342.12;;False;0
4ba9ef;THY6385 ;Turkey;1677688588.0;1677688588;0.7167;39.6208;11887.2;False;230.62;274.35;0.0;;11803.38;;False;0
484aa1;TRA21Q  ;Kingdom of the Netherlands;1677688588.0;1677688588;0.0128;38.5442;5082.54;False;184.2;12.91;10.73;;5029.2;;False;0
ab7074;GAJ836  ;United States;1677688588.0;1677688588;-106.0493;39.4992;9448.8;False;133.56;147.11;0.33;;9258.3;;False;0
abcc7d;FLC86   ;United States;1677688588.0;1677688588;-106.7446;34.9276;2438.4;False;110.95;44.44;-0.98;;2392.68;;False;0
4cafc3;;Ireland;;1677688586;;;11582.4;False;232.81;45.18;0.0;;11750.04;4402;False;0
4cafc4;RYR40DZ ;Ireland;1677688587.0;1677688588;4.6673;54.1322;11582.4;False;231.58;235.96;0.33;;11582.4;7671;False;0
a05aac;UCA4813 ;United States;1677688585.0;1677688587;-95.3581;29.3333;5562.6;False;174.79;209.05;7.15;;5791.2;;False;0
4cafc1;RYR6NP  ;Ireland;1677688587.0;1677688588;-1.6479;46.7627;11277.6;False;237.64;226.67;-0.33;;11125.2;2107;False;0
4cafc2;RYR4WV  ;Ireland;1677688588.0;1677688588;-9.8663;41.3502;11582.4;False;223.02;33.14;0.33;;11605.26;;False;0
48ada9;LOT4PJ  ;Poland;1677688588.0;1677688588;17.0805;51.3906;9311.64;False;244.52;249.43;2.28;;9364.98;1000;False;0
48ada6;LOT3AN  ;Poland;1677688587.0;1677688587;18.2237;51.373;8549.64;False;233.41;241.57;3.25;;8610.6;1000;False;0
aca3e6;EDV4935 ;United States;1677688587.0;1677688587;-84.932;41.0643;5791.2;False;250.64;44.92;0.0;;5745.48;6734;False;0
48ada4;LOT136  ;Poland;1677688588.0;1677688588;24.9782;45.3059;10972.8;False;212.47;325.66;0.33;;10949.94;1000;False;0
a05aaf;UCA4371 ;United States;1677688525.0;1677688544;-94.6699;29.9004;4427.22;False;209.62;73.17;9.1;;4632.96;;False;0
48ada5;LOT4YH  ;Poland;1677688588.0;1677688588;18.0884;52.8897;8793.48;False;220.3;292.37;3.25;;8846.82;4506;False;0
48ada0;LOT9KZ  ;Poland;1677688587.0;1677688588;18.5997;52.0083;8587.74;False;214.85;261.46;4.55;;8641.08;1000;False;0
4cafcc;SAS1523 ;Ireland;1677688587.0;1677688588;7.596;54.1731;11582.4;False;229.23;230.74;0.0;;11590.02;0731;False;0
a087fd;SKW5699 ;United States;1677688299.0;1677688299;-111.9706;40.7783;;True;5.92;98.44;;;;;False;0
abc058;SWA1267 ;United States;1677688587.0;1677688588;-112.3694;34.4077;10363.2;False;173.54;275.1;0.0;;10210.8;;False;0
48ada1;LOT7LZ  ;Poland;1677688588.0;1677688588;17.5991;51.501;9486.9;False;243.93;250.15;2.6;;9509.76;1000;False;0
4cafcd;SAS527  ;Ireland;1677688587.0;1677688588;5.0361;52.8521;11590.02;False;248.08;229.37;0.0;;11544.3;0757;False;0
aa5078;AVA088  ;United States;1677688587.0;1677688587;-73.9824;4.5794;6934.2;False;195.84;317.13;-3.9;;7406.64;;False;0
ac9c9f;N911YY  ;United States;1677688587.0;1677688587;-87.6884;41.7432;350.52;False;20.42;130.91;1.3;;266.7;5107;False;0
06401c;5NFGS   ;Nigeria;1677688588.0;1677688588;6.7074;48.646;7162.8;False;186.81;181.58;-7.15;;7124.7;2036;False;0
a00d5b;AAL234  ;United States;1677688587.0;1677688587;-96.298;41.7307;11277.6;False;291.96;80.06;0.0;;11109.96;;False;0
4481d2;;Belgium;1677688567.0;1677688567;4.4718;50.8989;;True;10.8;67.5;;;;;False;0
a742ec;SWA1715 ;United States;1677688588.0;1677688588;-96.815;36.981;10972.8;False;184.87;272.55;0.0;;11071.86;1060;False;0
ac40f1;EJM889  ;United States;1677688588.0;1677688588;-78.2494;36.4462;11887.2;False;260.58;34.79;0.33;;12153.9;4114;False;0
06a364;QTR7N   ;Qatar;1677688588.0;1677688588;51.7429;25.3604;1851.66;False;146.7;101.94;9.43;;1935.48;;False;0
4cafd6;SAS48D  ;Ireland;1677688581.0;1677688581;4.7366;52.2991;;True;10.8;255.94;;;;;False;0
4cafd0;RYR45LV ;Ireland;1677688586.0;1677688588;2.1786;42.0917;11277.6;False;219.89;265.3;0.0;;11109.96;6766;False;0
ad60bb;JSX510  ;United States;1677688587.0;1677688587;-92.4147;31.5124;11269.98;False;245.77;128.29;0.0;;11650.98;;False;0
4cafd1;RYR50JR ;Ireland;1677688588.0;1677688588;2.2053;39.6959;11277.6;False;218.12;262.14;0.0;;11132.82;;False;0
4ab345;SCQ05C  ;Sweden;1677688588.0;1677688588;8.3703;58.2698;1379.22;False;53.65;34.45;-0.65;;1501.14;;False;0
4cafd3;RYR302A ;Ireland;1677688588.0;1677688588;0.4215;51.8878;1295.4;False;129.98;108.22;10.4;;1402.08;;False;0
a7e270;NDU607  ;United States;1677688572.0;1677688572;-111.5846;32.933;815.34;False;57.11;299.1;-1.3;;762.0;;False;0
a80287;NKS286  ;United States;1677688586.0;1677688587;-86.7687;21.068;1729.74;False;151.25;0.19;13.66;;1783.08;;False;0
89916d;CAL081  ;Taiwan;1677688588.0;1677688588;5.6994;50.8271;12192.0;False;258.99;291.32;0.0;;12100.56;3227;False;0
a06dc4;N127AS  ;United States;1677688587.0;1677688587;-101.9829;31.9566;1569.72;False;63.03;164.38;-0.98;;1516.38;;False;0
71c014;JNA031  ;Republic of Korea;1677688588.0;1677688588;120.3674;16.6542;9959.34;False;220.4;172.76;-9.1;;10660.38;;False;0
4864a7;PHWDB   ;Kingdom of the Netherlands;1677688586.0;1677688587;6.7108;53.15;365.76;False;66.72;250.17;0.0;;518.16;7000;False;0
a26723;N254JA  ;United States;1677688587.0;1677688588;-86.1493;36.433;1211.58;False;42.79;288.22;-0.65;;1188.72;;False;0
a6c294;N53468  ;United States;1677688588.0;1677688588;-70.674;43.2486;1097.28;False;33.24;338.2;3.25;;1082.04;;False;0
06a377;QTR963  ;Qatar;1677688516.0;1677688517;77.1366;9.2753;10972.8;False;249.93;297.99;0.0;;11574.78;;False;0
