Departure;Arrival;OperatingCarrier;Equipment;Status
{'AirportCode': 'DSS', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:03'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CKY', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:15'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'SN', 'FlightNumber': '205'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DTZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:01'}, 'Terminal': {'Gate': 'T20'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:47'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:09'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3629'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUB', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:15'}, 'Terminal': {'Gate': '307A'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:24'}, 'Terminal': {'Gate': 'H04'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2517'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUB', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:04'}, 'Terminal': {'Name': '1', 'Gate': '301'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:54'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '981'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUB', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:05'}, 'Terminal': {'Name': '1', 'Gate': '307'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:15'}, 'Terminal': {'Name': '2', 'Gate': 'H20'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '2519'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUB', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:00'}, 'Terminal': {'Name': '1', 'Gate': '301'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:03'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '407'};{'AircraftCode': '223'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:26'}, 'Terminal': {'Gate': 'A40'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:34'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9090'};{'AircraftCode': '32Z'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:02'}, 'Terminal': {'Gate': 'A39'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'GRZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:25'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9726'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:25'}, 'Terminal': {'Gate': 'A80'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LHR', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:43'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9462'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:18'}, 'Terminal': {'Gate': 'A50'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:37'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '160'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:19'}, 'Terminal': {'Gate': 'A49'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LYS', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:43'}, 'Terminal': {'Name': '1B'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9416'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:21'}, 'Terminal': {'Gate': 'B25'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MXP', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:16'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9820'};{'AircraftCode': '32B'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:32'}, 'Terminal': {'Gate': 'B31'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CPH', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:44'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9246'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:26'}, 'Terminal': {'Gate': 'A72'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MAN', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:59'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9344'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:33'}, 'Terminal': {'Gate': 'A25'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'PRG', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:42'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9770'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:37'}, 'Terminal': {'Gate': 'B33'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:25'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9032'};{'AircraftCode': '32G'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:35'}, 'Terminal': {'Gate': 'A63'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'GVA', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:50'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9748'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:40'}, 'Terminal': {'Gate': 'B27'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:51'}, 'Terminal': {'Name': '1', 'Gate': 'A07'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9044'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:00'}, 'Terminal': {'Gate': 'A79'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BHX', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:26'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9330'};{'AircraftCode': '31B'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:53'}, 'Terminal': {'Gate': 'B37'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DRS', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:53'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9022'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:50'}, 'Terminal': {'Gate': 'A42'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:37'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '087'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:01'}, 'Terminal': {'Gate': 'A39'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:06'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'E6', 'FlightNumber': '9768'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:27'}, 'Terminal': {'Gate': 'A49'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:34'}, 'Terminal': {'Name': '2', 'Gate': 'G26'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2029'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:54'}, 'Terminal': {'Gate': 'A40'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:55'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '1027'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:05'}, 'Terminal': {'Gate': 'A25'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:26'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '156'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:27'}, 'Terminal': {'Gate': 'A49'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:41'}, 'Terminal': {'Name': '2', 'Gate': 'K01'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2033'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:33'}, 'Terminal': {'Gate': 'A50'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:34'}, 'Terminal': {'Name': '1', 'Gate': 'A20'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '8047'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:39'}, 'Terminal': {'Gate': 'A63'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'SZG', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:49'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'E6', 'FlightNumber': '4339'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'EWR', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:24'}, 'Terminal': {'Name': 'B', 'Gate': 'B65'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-24', 'Time': '07:55'}, 'Actual': {'Date': '2023-03-24', 'Time': '07:43'}, 'Terminal': {'Name': '1', 'Gate': 'Z62'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '403'};{'AircraftCode': '78S'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'EWR', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:03'}, 'Terminal': {'Name': 'B', 'Gate': 'B62'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-24', 'Time': '10:20'}, 'Actual': {'Date': '2023-03-24', 'Time': '10:48'}, 'Terminal': {'Name': '2', 'Gate': 'H28'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '413'};{'AircraftCode': '359'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'EZE', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:55'}, 'Terminal': {'Name': 'A', 'Gate': '009'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-24', 'Time': '11:10'}, 'Actual': {'Date': '2023-03-24', 'Time': '10:58'}, 'Terminal': {'Name': '1', 'Gate': 'Area B'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '511'};{'AircraftCode': '74H'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FCO', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:43'}, 'Terminal': {'Name': '1', 'Gate': 'A73'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:37'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '239'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FCO', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:52'}, 'Terminal': {'Name': '1', 'Gate': 'A68'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:21'}, 'Terminal': {'Name': '2', 'Gate': 'K27'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1871'};{'AircraftCode': '32V'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FCO', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:00'}, 'Terminal': {'Name': '1', 'Gate': 'A67'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:24'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'BT', 'FlightNumber': '1733'};{'AircraftCode': '223'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FCO', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:27'}, 'Terminal': {'Name': '1', 'Gate': 'A61'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '23:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:58'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '506'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FLR', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:03'}, 'Terminal': {'Gate': '005'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:06'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2L', 'FlightNumber': '1681'};{'AircraftCode': '295'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FMO', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:04'}, 'Terminal': {'Gate': 'C14'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:10'}, 'Terminal': {'Name': '2', 'Gate': 'T02S'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '2141'};{'AircraftCode': 'CR9'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:09'}, 'Terminal': {'Name': '1', 'Gate': 'A16'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:03'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1134'};{'AircraftCode': '321'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:04'}, 'Terminal': {'Name': '1', 'Gate': 'A20'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'AMS', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:00'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '998'};{'AircraftCode': 'CR9'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:11'}, 'Terminal': {'Name': '1', 'Gate': 'A52'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:09'}, 'Terminal': {'Name': '1', 'Gate': 'B17'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '194'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:09'}, 'Terminal': {'Name': '1', 'Gate': 'A23'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:06'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '028'};{'AircraftCode': '321'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:09'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:09'}, 'Terminal': {'Name': 'Station', 'Gate': 'T04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'KWQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:47'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:45'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3700'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:18'}, 'Terminal': {'Name': '1', 'Gate': 'A15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:11'}, 'Terminal': {'Name': '2', 'Gate': 'G24'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '116'};{'AircraftCode': '78S'};{'Code': 'LD', 'Description': 'Flight Landed'}
