Departure;Arrival;OperatingCarrier;Equipment;Status
{'AirportCode': 'AMS', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:29'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:40'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '737'};{'AircraftCode': '223'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'AMS', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:18'}, 'Terminal': {'Gate': 'B17'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:30'}, 'Terminal': {'Name': '2', 'Gate': 'G28'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2311'};{'AircraftCode': '32V'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'AMS', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:37'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '378'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'AMS', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:37'}, 'Terminal': {'Gate': 'B17'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:38'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '987'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'AMS', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:01'}, 'Terminal': {'Gate': 'B15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:17'}, 'Terminal': {'Name': '2', 'Gate': 'G82'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '2301'};{'AircraftCode': 'CR9'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'AMS', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:17'}, 'Terminal': {'Gate': 'B23'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:29'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'WK', 'FlightNumber': '725'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'AMS', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:38'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '372'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ARN', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:15'}, 'Terminal': {'Name': '5'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:26'}, 'Terminal': {'Name': '1', 'Gate': 'A28'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '809'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ARN', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:28'}, 'Terminal': {'Name': '5'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:33'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '318'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ARN', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:00'}, 'Terminal': {'Name': '5'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:26'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '1255'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ARN', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:10'}, 'Terminal': {'Name': '5'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:28'}, 'Terminal': {'Name': '2', 'Gate': 'G10'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2421'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ARN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:18'}, 'Terminal': {'Name': '5'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:36'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '801'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ARN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:38'}, 'Terminal': {'Name': '5'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:42'}, 'Terminal': {'Gate': 'A42'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9217'};{'AircraftCode': '32B'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ARN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:53'}, 'Terminal': {'Name': '5'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:02'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '312'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ATH', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:55'}, 'Terminal': {'Gate': 'B15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:59'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1285'};{'AircraftCode': '32Q'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ATH', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:51'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '1843'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:44'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:22'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '1951'};{'AircraftCode': '32B'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:52'}, 'Terminal': {'Name': '1', 'Gate': 'C72'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:57'}, 'Terminal': {'Name': '1', 'Gate': 'BSO'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1137'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:56'}, 'Terminal': {'Name': '1', 'Gate': 'C77'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:57'}, 'Terminal': {'Name': '2', 'Gate': 'T02S'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1817'};{'AircraftCode': '32V'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:19'}, 'Terminal': {'Name': '1', 'Gate': 'B48'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:12'}, 'Terminal': {'Name': '2', 'Gate': 'G20'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1809'};{'AircraftCode': '32Q'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:43'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:36'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'BT', 'FlightNumber': '1953'};{'AircraftCode': '223'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:35'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:51'}, 'Terminal': {'Gate': 'B33'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9441'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:50'}, 'Terminal': {'Name': '1', 'Gate': 'B56'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:56'}, 'Terminal': {'Name': '1', 'Gate': 'B09'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1125'};{'AircraftCode': '32Q'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BEG', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:02'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:05'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '740'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BEG', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:12'}, 'Terminal': {'Name': '2', 'Gate': 'C13'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:23'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1411'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BEG', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:30'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:29'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2L', 'FlightNumber': '1413'};{'AircraftCode': '290'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:17'}, 'Terminal': {'Name': '1', 'Gate': 'A31'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'STR', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:22'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '8000'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:13'}, 'Terminal': {'Name': '1', 'Gate': 'A32'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CGN', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:23'}, 'Terminal': {'Name': '1', 'Gate': 'B50'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '8058'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:29'}, 'Terminal': {'Name': '1', 'Gate': 'B36'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:34'}, 'Terminal': {'Gate': 'A50I'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '8040'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:38'}, 'Terminal': {'Name': '1', 'Gate': 'B10'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:47'}, 'Terminal': {'Name': '1', 'Gate': 'B19A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '173'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:25'}, 'Terminal': {'Name': '1', 'Gate': 'B17'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:28'}, 'Terminal': {'Name': '2', 'Gate': 'G48'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1957'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '06:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:50'}, 'Terminal': {'Name': '1', 'Gate': 'A02'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BRU', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:18'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'SN', 'FlightNumber': '2592'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:11'}, 'Terminal': {'Name': '1', 'Gate': 'B06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:31'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '963'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '06:59'}, 'Terminal': {'Name': '1', 'Gate': 'B03'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:09'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '240'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:18'}, 'Terminal': {'Name': '1', 'Gate': 'B19'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:33'}, 'Terminal': {'Name': '1', 'Gate': 'A24'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '045'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:32'}, 'Terminal': {'Name': '1', 'Gate': 'C06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HRG', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:54'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '8984'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '07:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '07:59'}, 'Terminal': {'Name': '1', 'Gate': 'B07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:12'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '175'};{'AircraftCode': '321'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:01'}, 'Terminal': {'Name': '1', 'Gate': 'A33'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CGN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:15'}, 'Terminal': {'Name': '1', 'Gate': 'C30'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '013'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:27'}, 'Terminal': {'Name': '1', 'Gate': 'A34'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'STR', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:33'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '2003'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '08:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '08:50'}, 'Terminal': {'Name': '1', 'Gate': 'B19'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:00'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '177'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:03'}, 'Terminal': {'Name': '1', 'Gate': 'B06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:07'}, 'Terminal': {'Name': '2', 'Gate': 'K03'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1929'};{'AircraftCode': '32V'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:10'}, 'Terminal': {'Name': '1', 'Gate': 'B07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:18'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '224'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:30'}, 'Terminal': {'Name': '1', 'Gate': 'A02'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:57'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '975'};{'AircraftCode': '221'};{'Code': 'LD', 'Description': 'Flight Landed'}
