Departure;Arrival;OperatingCarrier;Equipment;Status
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:35'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:51'}, 'Terminal': {'Gate': 'B33'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9441'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '09:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:50'}, 'Terminal': {'Name': '1', 'Gate': 'B56'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:56'}, 'Terminal': {'Name': '1', 'Gate': 'B09'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1125'};{'AircraftCode': '32Q'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:36'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:48'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '392'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:05'}, 'Terminal': {'Gate': 'B62'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:54'}, 'Terminal': {'Gate': 'G38'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1811'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:34'}, 'Terminal': {'Name': '1', 'Gate': 'C72'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:39'}, 'Terminal': {'Name': '1', 'Gate': 'A17'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1127'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:03'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:33'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '7521'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BEG', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:52'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:58'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '736'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BEG', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:33'}, 'Terminal': {'Name': '2', 'Gate': 'C11'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:16'}, 'Terminal': {'Name': '2', 'Gate': 'L03'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EN', 'FlightNumber': '1735'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BEG', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:27'}, 'Terminal': {'Name': '2', 'Gate': 'C12'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:32'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1407'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '09:57'}, 'Terminal': {'Name': '1', 'Gate': 'B19'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:03'}, 'Terminal': {'Name': '2', 'Gate': 'G30'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1931'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:02'}, 'Terminal': {'Name': '1', 'Gate': 'B06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:12'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '183'};{'AircraftCode': '321'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:59'}, 'Terminal': {'Name': '1', 'Gate': 'A06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:24'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '977'};{'AircraftCode': '223'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:51'}, 'Terminal': {'Name': '1', 'Gate': 'B07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:58'}, 'Terminal': {'Name': '2', 'Gate': 'G04'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1935'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:16'}, 'Terminal': {'Name': '1', 'Gate': 'B19'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:23'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '226'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:57'}, 'Terminal': {'Name': '1', 'Gate': 'A33'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:29'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'E6', 'FlightNumber': '8590'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:45'}, 'Terminal': {'Name': '1', 'Gate': 'A02'}, 'Status': {'Code': 'NO', 'Description': 'No Status'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:55'}, 'Terminal': {'Name': '1', 'Gate': 'B09'}, 'Status': {'Code': 'NO', 'Description': 'No Status'}};{'AirlineID': 'LH', 'FlightNumber': '185'};{'AircraftCode': '32A'};{'Code': 'CD', 'Description': 'Flight Cancelled'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:55'}, 'Terminal': {'Name': '1', 'Gate': 'B10'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BRU', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:17'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'SN', 'FlightNumber': '2582'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:50'}, 'Terminal': {'Name': '1', 'Gate': 'B17'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:06'}, 'Terminal': {'Name': '1', 'Gate': 'A01'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '187'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:48'}, 'Terminal': {'Name': '1', 'Gate': 'B19'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:59'}, 'Terminal': {'Name': '2', 'Gate': 'G48'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1937'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:36'}, 'Terminal': {'Name': '1', 'Gate': 'A02'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:40'}, 'Terminal': {'Name': '1', 'Gate': 'B19A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '189'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BGO', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:04'}, 'Terminal': {'Gate': '026'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:08'}, 'Terminal': {'Name': '1', 'Gate': 'A16'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '875'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BHX', 'Scheduled': {'Date': '2023-03-23', 'Time': '10:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '10:11'}, 'Terminal': {'Gate': '042'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '12:59'}, 'Terminal': {'Name': '2', 'Gate': 'H28'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2509'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BHX', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:01'}, 'Terminal': {'Gate': '048'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:28'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '955'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BIO', 'Scheduled': {'Date': '2023-03-23', 'Time': '11:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '11:44'}, 'Terminal': {'Gate': 'B15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:44'}, 'Terminal': {'Name': '2', 'Gate': 'K06'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '1825'};{'AircraftCode': '31K'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BIO', 'Scheduled': {'Date': '2023-03-23', 'Time': '12:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:27'}, 'Terminal': {'Gate': 'A13'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:16'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1143'};{'AircraftCode': '32Q'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BIO', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:12'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:56'}, 'Terminal': {'Gate': 'A65'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9519'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BIO', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:41'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BRU', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:13'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'SN', 'FlightNumber': '3714'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'BKK', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '13:27'}, 'Terminal': {'Gate': 'D03'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:29'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '181'};{'AircraftCode': '77W'};{'Code': 'LD', 'Description': 'Flight Landed'}
