AirportCode;CityCode;CountryCode;LocationType;UtcOffset;TimeZoneId;Position.Coordinate.Latitude;Position.Coordinate.Longitude;Names.Name.@LanguageCode;Names.Name.$
OCI;OCI;US;Airport;-09:00;America/Anchorage;60.1;-148.2167;EN;Oceanic
OCJ;OCJ;JM;Airport;-05:00;America/Jamaica;18.4;-76.9833;EN;Ocho Rios Ian Fleming Intl
OCM;OCM;AU;Airport;+08:00;Australia/Perth;-22.54;117.275;EN;Boolgeeda
OCN;OCN;US;Airport;-08:00;America/Los_Angeles;33.2172;-117.3528;EN;Oceanside Municipal
OCS;OCS;GQ;Airport;+01:00;Africa/Malabo;0.9069;9.3303;EN;Corisco Island
OCV;OCV;CO;Airport;-05:00;America/Bogota;8.25;-73.7833;EN;Ocana Aguas Claras
OCW;OCW;US;Airport;-05:00;America/New_York;35.55;-77.05;EN;Washington
ODA;ODA;CF;Airport;+01:00;Africa/Bangui;8.0;22.4167;EN;Ouadda
ODB;ODB;ES;Airport;+01:00;Europe/Madrid;37.8419;-4.8489;EN;Cordoba Airport
ODC;ODC;US;Airport;-08:00;America/Los_Angeles;37.7561;-120.8;EN;Oakdale
ODD;ODD;AU;Airport;+09:30;Australia/Adelaide;-27.55;135.4333;EN;Oodnadatta
ODE;ODE;DK;Airport;+01:00;Europe/Copenhagen;55.4767;10.3308;EN;Odense Airport
ODH;ODH;GB;Airport;+00:00;Europe/London;51.2333;-0.95;EN;Raf Odiham
ODJ;ODJ;CF;Airport;+01:00;Africa/Bangui;8.9167;22.5833;EN;Ouanda Djalle
ODL;ODL;AU;Airport;+09:30;Australia/Adelaide;-26.8333;140.75;EN;Cordillo Downs
ODM;ODM;US;Airport;-05:00;America/New_York;39.4139;-79.4139;EN;Oakland Garrett County
ODN;ODN;MY;Airport;+08:00;Asia/Kuching;3.9775;115.0683;EN;Long Seridan
ODO;ODO;RU;Airport;+08:00;Asia/Irkutsk;57.8664;114.2422;EN;Bodaybo
ODR;ODR;AU;Airport;+08:00;Australia/Perth;-17.35;128.9;EN;Ord River
ODS;ODS;UA;Airport;+02:00;Europe/Zaporozhye;46.4267;30.6764;EN;Odessa
ODW;ODW;US;Airport;-08:00;America/Los_Angeles;48.2517;-122.6739;EN;Oak Harbor A. J. Eisenberg
ODY;ODY;LA;Airport;+07:00;Asia/Vientiane;20.6828;101.9939;EN;Muang Xay Oudomxai
OEA;OEA;US;Airport;-05:00;America/New_York;38.6667;-87.5167;EN;Vincennes Oneal
OEC;OEC;TL;Airport;+09:00;Asia/Dili;-9.25;124.4;EN;Ocussi
OEL;OEL;RU;Airport;+03:00;Europe/Moscow;52.9833;36.1;EN;Orel Yuzhny
OEM;OEM;SR;Airport;-03:00;America/Paramaribo;3.35;-55.45;EN;Paloemeu Vincent Fayks
OEO;OEO;US;Airport;-06:00;America/Chicago;45.3167;-92.7;EN;Osceola L. O. Simenstad Municipal
OER;OER;SE;Airport;+01:00;Europe/Stockholm;63.4083;18.99;EN;Ornskoldsvik
OES;OES;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-40.7506;-65.0353;EN;San Antonio Oeste Antoine De St Exupery
OFF;OMA;US;Airport;-06:00;America/Chicago;41.1194;-95.9086;EN;Omaha Offutt Afb
OFI;OFI;CI;Airport;+00:00;Africa/Abidjan;9.6;-4.0333;EN;Ouango-Fitini
OFJ;OFJ;IS;Airport;+00:00;Atlantic/Reykjavik;66.0742;-18.6678;EN;Olafsfjordur
OFK;OFK;US;Airport;-06:00;America/Chicago;41.9833;-97.4333;EN;Norfolk Regional
OFU;OFU;AS;Airport;-11:00;Pacific/Pago_Pago;-14.1844;-169.6703;EN;Ofu Island
OGA;OGA;US;Airport;-07:00;America/Denver;41.1333;-101.7167;EN;Ogallala Searle Field
OGB;OGB;US;Airport;-05:00;America/New_York;33.45;-80.85;EN;Orangeburg Municipal
OGD;OGD;US;Airport;-07:00;America/Denver;41.1961;-112.0106;EN;Ogden Hinckley Apt
OGE;OGE;PG;Airport;+10:00;Pacific/Port_Moresby;-6.4333;147.3333;EN;Ogeranang
OGG;OGG;US;Airport;-10:00;Pacific/Honolulu;20.8986;-156.4306;EN;Kahului
OGL;GEO;GY;Airport;-04:00;America/Guyana;6.8069;-58.1067;EN;Georgetown Ogle
OGM;OGM;PA;Airport;-05:00;America/Panama;9.1375;-77.9333;EN;Ustupo Island Ustupo Ogobsucum
OGN;OGN;JP;Airport;+09:00;Asia/Tokyo;24.4669;122.9778;EN;Yonaguni
OGO;OGO;CI;Airport;+00:00;Africa/Abidjan;6.7333;-3.4833;EN;Abengourou
OGR;OGR;TD;Airport;+01:00;Africa/Ndjamena;10.2894;15.3833;EN;Bongor
OGS;OGS;US;Airport;-05:00;America/New_York;44.6819;-75.4658;EN;Ogdensburg International
OGU;OGU;TR;Airport;+03:00;Europe/Istanbul;40.9669;38.0858;EN;Ordu Giresun
OGV;OGV;NA;Airport;+02:00;Africa/Windhoek;-19.3211;15.9019;EN;Ongava
OGX;OGX;DZ;Airport;+01:00;Africa/Algiers;31.9239;5.4106;EN;Ouargla Ain El Beida
OGZ;OGZ;RU;Airport;+03:00;Europe/Moscow;43.205;44.6067;EN;Vladikavkaz
OHA;OHA;NZ;Airport;+12:00;Pacific/Auckland;-40.2064;175.3878;EN;Ohakea Royal Air Force Base
OHB;OHB;MG;Airport;+03:00;Indian/Antananarivo;-18.9169;48.7186;EN;Moramanga Ambohibary
OHC;OHC;US;Airport;-09:00;America/Anchorage;63.3167;-168.9667;EN;North East Cape Cape Air Force Station
OHD;OHD;MK;Airport;+01:00;Europe/Skopje;41.18;20.7422;EN;Ohrid
OHE;OHE;CN;Airport;+08:00;Asia/Shanghai;52.9164;122.4222;EN;Mohe Gulian
OHH;OHH;RU;Airport;+11:00;Asia/Srednekolymsk;53.5167;142.8833;EN;Okha Novostroyka
OHI;OHI;NA;Airport;+02:00;Africa/Windhoek;-17.7833;15.7;EN;Oshakati
OHO;OHO;RU;Airport;+10:00;Asia/Vladivostok;59.4142;143.0572;EN;Okhotsk
OHP;OBN;GB;Airport;+00:00;Europe/London;56.4833;-5.4;EN;Oban H/P
OHR;OHR;DE;Airport;+01:00;Europe/Berlin;54.6853;8.5319;EN;Wyk Auf Fohr
OHS;OHS;OM;Airport;+04:00;Asia/Muscat;24.3861;56.6256;EN;Sohar
OHT;OHT;PK;Airport;+05:00;Asia/Karachi;33.5667;71.45;EN;Kohat
OIA;OIA;BR;Airport;-03:00;America/Araguaina;-6.7642;-51.0483;EN;Ourilandia Do Norte
OIC;OIC;US;Airport;-05:00;America/New_York;42.5333;-75.5167;EN;Norwich Lt. Warren Eaton
OIL;OIL;NL;Miscellaneous;+01:00;Europe/Amsterdam;52.36;3.3419;EN;Den Haag Oil Platform De Ruyter P11b
OIM;OIM;JP;Airport;+09:00;Asia/Tokyo;34.7819;139.3603;EN;Oshima
OIR;OIR;JP;Airport;+09:00;Asia/Tokyo;42.0717;139.4331;EN;Okushiri
OIT;OIT;JP;Airport;+09:00;Asia/Tokyo;33.4794;131.7372;EN;Oita
OJC;MKC;US;Airport;-06:00;America/Chicago;38.85;-94.7333;EN;Kansas City Johnson Co Executive Apt
OJU;OJU;ID;Airport;+08:00;Asia/Makassar;-0.8642;121.6267;EN;Tojo Una Una Tanjung Api
OKA;OKA;JP;Airport;+09:00;Asia/Tokyo;26.1958;127.6458;EN;Okinawa Naha
OKB;OKB;AU;Airport;+10:00;Australia/Brisbane;-25.0;153.2833;EN;Fraser Island Orchid Beach
OKC;OKC;US;Airport;-06:00;America/Chicago;35.3931;-97.6008;EN;Oklahoma City
OKD;SPK;JP;Airport;+09:00;Asia/Tokyo;43.1161;141.3803;EN;Sapporo Okadama Apt
OKE;OKE;JP;Airport;+09:00;Asia/Tokyo;27.4322;128.7058;EN;Okierabu
OKF;OKF;NA;Airport;+02:00;Africa/Windhoek;-19.1667;15.9333;EN;Okaukuejo
OKG;OKG;CG;Airport;+01:00;Africa/Brazzaville;-1.4667;15.0667;EN;Okoyo
OKH;OKH;GB;Airport;+00:00;Europe/London;52.6667;-0.7167;EN;Oakham Cottesmore Royal Air Force
OKI;OKI;JP;Airport;+09:00;Asia/Tokyo;36.1811;133.3247;EN;Oki
OKJ;OKJ;JP;Airport;+09:00;Asia/Tokyo;34.7569;133.8553;EN;Okayama
OKK;OKK;US;Airport;-05:00;America/New_York;40.5333;-86.0667;EN;Kokomo Municipal
OKL;OKL;ID;Airport;+09:00;Asia/Jayapura;-4.9083;140.6306;EN;Oksibil Gunung Bintang
OKM;OKM;US;Airport;-06:00;America/Chicago;35.6167;-95.9667;EN;Okmulgee Regional
OKN;OKN;GA;Airport;+01:00;Africa/Libreville;-0.6667;13.6667;EN;Okondja
OKO;TYO;JP;Airport;+09:00;Asia/Tokyo;35.75;139.35;EN;Tokyo Yokota Ab
OKP;OKP;PG;Airport;+10:00;Pacific/Port_Moresby;-5.2333;142.2333;EN;Oksapmin
OKQ;OKQ;ID;Airport;+09:00;Asia/Jayapura;-8.1;139.7;EN;Okaba
OKR;OKR;AU;Airport;+10:00;Australia/Brisbane;-9.7528;143.4056;EN;Yorke Island
OKS;OKS;US;Airport;-07:00;America/Denver;41.4;-102.3333;EN;Oshkosh Garden County
OKT;OKT;RU;Airport;+05:00;Asia/Yekaterinburg;54.4333;53.3833;EN;Oktiabrsky
OKU;OKU;NA;Airport;+02:00;Africa/Windhoek;-18.8083;17.05;EN;Mokuti Lodge
OKV;OKV;PG;Airport;+10:00;Pacific/Port_Moresby;-5.5611;141.0367;EN;Okao
OKY;OKY;AU;Airport;+10:00;Australia/Brisbane;-27.4114;151.7353;EN;Oakey Army Aviation Center
OLA;OLA;NO;Airport;+01:00;Europe/Oslo;63.6989;9.6039;EN;Orland
OLB;OLB;IT;Airport;+01:00;Europe/Rome;40.8986;9.5178;EN;Olbia
OLC;OLC;BR;Airport;-04:00;America/Porto_Velho;-3.4697;-68.9214;EN;Sao Paula De Olivenca
OLD;OLD;US;Airport;-05:00;America/New_York;44.95;-68.6667;EN;Old Town Dewitt Field Municipal
OLE;OLE;US;Airport;-05:00;America/New_York;42.2411;-78.3711;EN;Olean Cattaraugus County
OLF;OLF;US;Airport;-07:00;America/Denver;48.0947;-105.5758;EN;Wolf Point L. M. Clayton
OLG;MRE;KE;Airport;+03:00;Africa/Nairobi;-1.5661;34.8856;EN;Maasai Mara Olare
OLH;OLH;US;Airport;-09:00;America/Anchorage;57.205;-153.2992;EN;Old Harbor Sea Plane Base
OLI;OLI;IS;Airport;+00:00;Atlantic/Reykjavik;64.9114;-23.8231;EN;Olafsvik Rif
OLJ;OLJ;VU;Airport;+11:00;Pacific/Efate;-14.8817;166.5583;EN;Olpoi Lajmoli
OLK;OLK;PY;Airport;-04:00;America/Asuncion;-21.0458;-57.8828;EN;Fuerte Olimpo
OLL;OLL;CG;Airport;+01:00;Africa/Brazzaville;-1.2258;15.9103;EN;Oyo Ollombo
OLM;OLM;US;Airport;-08:00;America/Los_Angeles;46.9675;-122.9053;EN;Olympia Regional
OLN;OLN;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-45.5833;-69.0;EN;Sarmiento Lago Musters
OLO;OLO;CZ;Airport;+01:00;Europe/Prague;49.5883;17.2083;EN;Olomouc Neredin
OLP;OLP;AU;Airport;+09:30;Australia/Adelaide;-30.485;136.8767;EN;Olympic Dam
OLQ;OLQ;PG;Airport;+10:00;Pacific/Port_Moresby;-5.3833;141.5;EN;Olsobip
OLR;OLR;AF;Airport;+04:30;Asia/Kabul;33.3636;69.9553;EN;Salerno Air Base
OLS;OLS;US;Airport;-07:00;America/Phoenix;31.4181;-110.8475;EN;Nogales International
OLT;OLT;ES;Bus Station;+01:00;Europe/Madrid;39.8656;-4.0203;EN;Toledo Bus Station
OLU;OLU;US;Airport;-06:00;America/Chicago;41.45;-97.3333;EN;Columbus Municipal
OLV;OLV;US;Airport;-06:00;America/Chicago;34.9789;-89.7869;EN;Olive Branch
OLX;MRE;KE;Airport;+03:00;Africa/Nairobi;-1.4089;35.1106;EN;Masai Mara Olkiombo
OLY;OLY;US;Airport;-06:00;America/Chicago;38.7167;-88.0833;EN;Olney/Noble Olney/Nobel
OLZ;OLZ;RU;Airport;+09:00;Asia/Yakutsk;60.4008;120.4708;EN;Olekminsk
OMA;OMA;US;Airport;-06:00;America/Chicago;41.3031;-95.8942;EN;Omaha
OMB;OMB;GA;Airport;+01:00;Africa/Libreville;-1.5747;9.2628;EN;Omboue-Hopital
OMC;OMC;PH;Airport;+08:00;Asia/Manila;11.0525;124.5653;EN;Ormoc
OMD;OMD;NA;Airport;+02:00;Africa/Windhoek;-28.5867;16.4464;EN;Oranjemund
OME;OME;US;Airport;-09:00;America/Anchorage;64.5122;-165.4453;EN;Nome
OMF;OMF;JO;Airport;+03:00;Asia/Amman;32.3333;36.2333;EN;Mafraq King Hussein
OMG;OMG;NA;Airport;+02:00;Africa/Windhoek;-18.0;22.0667;EN;Omega
OMH;OMH;IR;Airport;+03:30;Asia/Tehran;37.6622;45.0636;EN;Urumiyeh
OMI;OMI;IR;Airport;+03:30;Asia/Tehran;30.8333;49.5333;EN;Omidiyeh
OMJ;NGS;JP;Airport;+09:00;Asia/Tokyo;32.9167;129.9333;EN;Nagasaki, Omura
OMK;OMK;US;Airport;-08:00;America/Los_Angeles;48.4;-119.5333;EN;Omak
OML;OML;PG;Airport;+10:00;Pacific/Port_Moresby;-6.1833;144.9667;EN;Omkalai
OMM;OMM;OM;Airport;+04:00;Asia/Muscat;18.1383;55.18;EN;Marmul
OMN;OMN;IN;Airport;+05:30;Asia/Kolkata;18.15;76.1;EN;Osmanabad
OMO;OMO;BA;Airport;+01:00;Europe/Sarajevo;43.2828;17.8458;EN;Mostar
OMR;OMR;RO;Airport;+02:00;Europe/Bucharest;47.0253;21.9025;EN;Oradea
OMS;OMS;RU;Airport;+06:00;Asia/Omsk;54.9669;73.3106;EN;Omsk
OMY;OMY;KH;Airport;+07:00;Asia/Phnom_Penh;13.8167;104.9667;EN;Thbeng Meanchey Preah Vinhear
ONA;ONA;US;Airport;-06:00;America/Chicago;44.0833;-91.65;EN;Winona Municipal
ONB;ONB;PG;Airport;+10:00;Pacific/Port_Moresby;-8.5833;147.2;EN;Ononge
OND;OND;NA;Airport;+02:00;Africa/Windhoek;-17.8806;15.9472;EN;Ondangwa
ONE;ONE;SB;Airport;+11:00;Pacific/Guadalcanal;-9.1667;161.0667;EN;Onepusu
ONG;ONG;AU;Airport;+10:00;Australia/Brisbane;-16.6617;139.1706;EN;Mornington Island
ONH;ONH;US;Airport;-05:00;America/New_York;42.45;-75.1167;EN;Oneonta Municipal
ONI;ONI;ID;Airport;+09:00;Asia/Jayapura;-3.9833;136.0833;EN;Moanamani
ONJ;ONJ;JP;Airport;+09:00;Asia/Tokyo;40.1919;140.3714;EN;Odate Noshiro
ONK;ONK;RU;Airport;+09:00;Asia/Yakutsk;68.5147;112.48;EN;Olenek
ONL;ONL;US;Airport;-06:00;America/Chicago;42.4692;-98.6869;EN;O'neill Municipal
ONM;ONM;US;Airport;-07:00;America/Denver;34.05;-106.8833;EN;Socorro Municipal
ONN;ONN;US;Airport;-09:00;America/Anchorage;58.2333;-152.8333;EN;Onion Bay
ONO;ONO;US;Airport;-07:00;America/Denver;44.0167;-117.0167;EN;Ontario Municipal
ONP;ONP;US;Airport;-08:00;America/Los_Angeles;44.5833;-124.05;EN;Newport Municipal
ONQ;ONQ;TR;Airport;+03:00;Europe/Istanbul;41.5056;32.0886;EN;Zonguldak Caycuma
ONR;ONR;AU;Airport;+10:00;Australia/Brisbane;-24.8167;140.5333;EN;Monkira
ONS;ONS;AU;Airport;+08:00;Australia/Perth;-21.6689;115.1125;EN;Onslow
ONT;LAX;US;Airport;-08:00;America/Los_Angeles;34.0561;-117.6011;EN;Ontario LA
ONU;ONU;FJ;Airport;+12:00;Pacific/Fiji;-20.65;-178.7;EN;Ono-I-Lau
ONX;ONX;PA;Airport;-05:00;America/Panama;9.3667;-79.9;EN;Colon Enrique Adolfo Jimenez
ONY;ONY;US;Airport;-06:00;America/Chicago;33.3667;-98.75;EN;Olney Municipal
OOA;OOA;US;Airport;-06:00;America/Chicago;41.2833;-92.6333;EN;Oskaloosa Municipal
OOD;OOD;AU;Airport;+08:00;Australia/Perth;-22.5222;119.0956;EN;Koodaideri Mine Gudai-Darri Mine
OOK;OOK;US;Airport;-09:00;America/Anchorage;60.5411;-165.0875;EN;Toksook Bay
OOL;OOL;AU;Airport;+10:00;Australia/Brisbane;-28.1644;153.5047;EN;Gold Coast
OOM;OOM;AU;Airport;+10:00;Australia/Sydney;-36.3006;148.9739;EN;Cooma Snowy Mountains
OOR;OOR;AU;Airport;+10:00;Australia/Brisbane;-25.245;140.9808;EN;Mooraberree
OOT;OOT;KI;Airport;+12:00;Pacific/Tarawa;-1.7964;175.5261;EN;Onotoa
OPA;OPA;IS;Airport;+00:00;Atlantic/Reykjavik;66.3108;-16.4667;EN;Kopasker
OPB;OPB;PG;Airport;+10:00;Pacific/Port_Moresby;-4.8;151.7;EN;Open Bay
OPF;MIA;US;Airport;-05:00;America/New_York;25.8028;-80.2833;EN;Miami Opa-Locka Executive Apt
OPI;OPI;AU;Airport;+09:30;Australia/Darwin;-12.3333;133.0833;EN;Oenpelli
OPL;OPL;US;Airport;-06:00;America/Chicago;30.55;-92.1;EN;Opelousas Saint Landry Park
OPO;OPO;PT;Airport;+00:00;Europe/Lisbon;41.2356;-8.6781;EN;Porto
OPP;OPP;BR;Airport;-03:00;America/Araguaina;-0.6967;-47.3369;EN;Salinopolis
OPQ;OPQ;CN;Rail Station;+08:00;Asia/Shanghai;23.2669;116.2;EN;Puning Railway Station
OPS;OPS;BR;Airport;-04:00;America/Porto_Velho;-11.885;-55.5861;EN;Sinop Jao B. Figueiredo
OPU;OPU;PG;Airport;+10:00;Pacific/Port_Moresby;-8.0519;142.9397;EN;Balimo
OPW;OPW;NA;Airport;+02:00;Africa/Windhoek;-18.0667;13.8333;EN;Opuwo
OQR;OMR;RO;Bus Station;+02:00;Europe/Bucharest;47.0442;21.9561;EN;Oradea Bus Station
ORA;ORA;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-23.15;-64.3167;EN;Oran
ORB;ORB;SE;Airport;+01:00;Europe/Stockholm;59.2236;15.0381;EN;Orebro
ORC;ORC;CO;Airport;-05:00;America/Bogota;4.9;-71.3333;EN;Orocue
ORD;CHI;US;Airport;-06:00;America/Chicago;41.9786;-87.9047;EN;Chicago
ORE;ORE;FR;Airport;+01:00;Europe/Paris;47.8975;2.1642;EN;Orleans St Denis De L'hotel
ORF;ORF;US;Airport;-05:00;America/New_York;36.8947;-76.2011;EN;Norfolk
ORG;PBM;SR;Airport;-03:00;America/Paramaribo;5.8111;-55.1908;EN;Paramaribo Zorg En Hoop Apt
ORH;ORH;US;Airport;-05:00;America/New_York;42.2667;-71.8742;EN;Worcester Regional
ORI;ORI;US;Airport;-09:00;America/Anchorage;57.8844;-152.8531;EN;Port Lions
ORJ;ORJ;GY;Airport;-04:00;America/Guyana;4.7167;-60.0333;EN;Orinduik
ORK;ORK;IE;Airport;+00:00;Europe/Dublin;51.8414;-8.4911;EN;Cork
ORL;ORL;US;Airport;-05:00;America/New_York;28.5461;-81.3317;EN;Orlando Executive Apt
ORM;ORM;GB;Airport;+00:00;Europe/London;52.3053;-0.7928;EN;Northampton Sywell
ORN;ORN;DZ;Airport;+01:00;Africa/Algiers;35.6239;-0.6211;EN;Oran Es Senia
ORO;ORO;HN;Airport;-06:00;America/Tegucigalpa;15.125;-87.1417;EN;Yoro
ORP;ORP;BW;Airport;+02:00;Africa/Gaborone;-21.2661;25.32;EN;Orapa
ORQ;ORQ;US;Airport;-05:00;America/New_York;41.1167;-73.45;EN;Norwalk Heliport
ORR;ORR;AU;Airport;+09:30;Australia/Adelaide;-35.0333;137.6;EN;Yorketown
ORS;ORS;AU;Airport;+10:00;Australia/Brisbane;-18.6333;146.4833;EN;Orpheus Island Waterport Spb
ORT;ORT;US;Airport;-09:00;America/Anchorage;62.9614;-141.9283;EN;Northway
ORU;ORU;BO;Airport;-04:00;America/La_Paz;-17.9525;-67.0758;EN;Oruro Juan Mendoza
ORV;ORV;US;Airport;-09:00;America/Anchorage;66.8169;-161.0292;EN;Noorvik R. (Bob) Curtis Mem.
ORW;ORW;PK;Airport;+05:00;Asia/Karachi;25.3;64.5833;EN;Ormara
ORX;ORX;BR;Airport;-03:00;America/Araguaina;-1.6667;-55.8333;EN;Oriximina
ORY;PAR;FR;Airport;+01:00;Europe/Paris;48.7233;2.3794;EN;Paris Orly
ORZ;ORZ;BZ;Airport;-06:00;America/Belize;18.0756;-88.5486;EN;Orange Walk
OSB;OSB;US;Airport;-06:00;America/Chicago;38.15;-92.6167;EN;Osage Beach Grand Glaize
OSC;OSC;US;Airport;-05:00;America/New_York;44.4333;-83.3333;EN;Oscoda Wurtsmith
OSD;OSD;SE;Airport;+01:00;Europe/Stockholm;63.1944;14.5003;EN;Ostersund
OSE;OSE;PG;Airport;+10:00;Pacific/Port_Moresby;-7.8333;147.0833;EN;Omora
OSF;OSF;RU;Airport;+03:00;Europe/Moscow;55.5075;37.5042;EN;Podolsk Ostafyevo
OSG;OSG;PG;Airport;+10:00;Pacific/Port_Moresby;-2.9167;141.3;EN;Ossima
OSH;OSH;US;Airport;-06:00;America/Chicago;43.9833;-88.55;EN;Oshkosh Wittman Regional
OSI;OSI;HR;Airport;+01:00;Europe/Zagreb;45.4628;18.8103;EN;Osijek
OSJ;OSJ;KE;Airport;+03:00;Africa/Nairobi;-1.3786;35.3783;EN;Maasai Mara Ol Seki
OSK;OSK;SE;Airport;+01:00;Europe/Stockholm;57.3506;16.4981;EN;Oskarshamn
OSL;OSL;NO;Airport;+01:00;Europe/Oslo;60.1939;11.1003;EN;Oslo
OSM;OSM;IQ;Airport;+03:00;Asia/Baghdad;36.3058;43.1475;EN;Mosul International
OSN;OSN;KR;Airport;+09:00;Asia/Seoul;37.0908;127.0297;EN;Osan Air Base
OSO;OSO;AU;Airport;+10:00;Australia/Brisbane;-22.0817;140.5569;EN;Osborne Mine
OSP;OSP;PL;Airport;+01:00;Europe/Warsaw;54.4667;17.0167;EN;Slupsk Redzikowo
OSQ;OSQ;CN;Rail Station;+08:00;Asia/Shanghai;43.1669;124.3689;EN;Siping Rail Station
OSR;OSR;CZ;Airport;+01:00;Europe/Prague;49.6961;18.1111;EN;Ostrava
OSS;OSS;KG;Airport;+06:00;Asia/Bishkek;40.6089;72.7933;EN;Osh
OST;OST;BE;Airport;+01:00;Europe/Brussels;51.1997;2.8753;EN;Oostende/Brugge
OSU;CMH;US;Airport;-05:00;America/New_York;40.0833;-83.0667;EN;Columbus Ohio State University Apt
OSW;OSW;RU;Airport;+05:00;Asia/Yekaterinburg;51.0725;58.5956;EN;Orsk
OSX;OSX;US;Airport;-06:00;America/Chicago;33.0833;-89.55;EN;Kosciusko Attala County
OSY;OSY;NO;Airport;+01:00;Europe/Oslo;64.4717;11.5706;EN;Namsos
OSZ;OSZ;PL;Airport;+01:00;Europe/Warsaw;54.05;16.2667;EN;Koszalin Zegrze Pomorskie Ab
OTA;OTA;ET;Airport;+03:00;Africa/Addis_Ababa;11.0667;37.8833;EN;Mota
OTC;OTC;TD;Airport;+01:00;Africa/Ndjamena;13.4333;14.7333;EN;Bol Berim
OTD;OTD;PA;Airport;-05:00;America/Panama;8.6292;-79.0347;EN;Contadora Island
OTG;OTG;US;Airport;-06:00;America/Chicago;43.65;-95.5833;EN;Worthington Municipal
OTH;OTH;US;Airport;-08:00;America/Los_Angeles;43.4172;-124.2461;EN;North Bend
OTI;OTI;ID;Airport;+09:00;Asia/Jayapura;2.05;128.3167;EN;Morotai Island Pitu
OTJ;OTJ;NA;Airport;+02:00;Africa/Windhoek;-20.4306;16.6625;EN;Otjiwarongo
OTK;OTK;US;Airport;-08:00;America/Los_Angeles;42.4181;-123.8142;EN;Tillamook
OTL;OTL;MR;Airport;+00:00;Africa/Nouakchott;17.5333;-14.7167;EN;Boutilimit
OTM;OTM;US;Airport;-06:00;America/Chicago;41.1;-92.45;EN;Ottumwa Regional
OTN;OTN;US;Airport;-05:00;America/New_York;38.8667;-87.4333;EN;Oaktown Ed-Air
OTO;OTO;US;Airport;-07:00;America/Denver;35.0722;-105.9356;EN;Otto Vor
OTP;BUH;RO;Airport;+02:00;Europe/Bucharest;44.5722;26.1022;EN;Bucharest
OTQ;OTQ;CN;Airport;+08:00;Asia/Shanghai;38.175;107.3953;EN;Otog Front Banner Oljoq
OTR;OTR;CR;Airport;-06:00;America/Costa_Rica;8.6019;-82.9689;EN;Coto 47
OTS;OTS;US;Airport;-08:00;America/Los_Angeles;48.5;-122.6167;EN;Anacortes
OTT;OTT;BR;Airport;-04:00;America/Porto_Velho;-9.8994;-58.5819;EN;Cotriguacu Andre Maggi
OTU;OTU;CO;Airport;-05:00;America/Bogota;6.9833;-74.7167;EN;Remedios Otu
OTV;OTV;SB;Airport;+11:00;Pacific/Guadalcanal;-5.5075;159.5258;EN;Ontong Java Atoll
OTY;OTY;PG;Airport;+11:00;Pacific/Bougainville;-6.5833;155.6833;EN;Oria
OTZ;OTZ;US;Airport;-09:00;America/Anchorage;66.8886;-162.5942;EN;Kotzebue
OUA;OUA;BF;Airport;+00:00;Africa/Ouagadougou;12.3533;-1.5125;EN;Ouagadougou
OUB;OUQ;ES;Bus Station;+01:00;Europe/Madrid;42.3522;-7.8792;EN;Ourense Bus Station
OUD;OUD;MA;Airport;+01:00;Africa/Casablanca;34.7872;-1.9239;EN;Oujda Angads
OUE;OUE;CG;Airport;+01:00;Africa/Brazzaville;1.6167;16.0333;EN;Ouesso
OUG;OUG;BF;Airport;+00:00;Africa/Ouagadougou;13.5667;-2.4333;EN;Ouahigouya
OUH;OUH;ZA;Airport;+02:00;Africa/Johannesburg;-33.6025;22.1883;EN;Oudtshoorn
OUI;OUI;LA;Airport;+07:00;Asia/Vientiane;48.4633;-5.0639;EN;Ouessant
OUK;OUK;GB;Airport;+00:00;Europe/London;60.4253;-0.7492;EN;Out Skerries
OUL;OUL;FI;Airport;+02:00;Europe/Helsinki;64.93;25.3544;EN;Oulu
OUM;OUM;TD;Airport;+01:00;Africa/Ndjamena;13.2667;19.7167;EN;Oum Hadjer
OUN;OUN;US;Airport;-06:00;America/Chicago;35.1583;-97.4667;EN;Norman Max Westheimer
OUQ;OUQ;ES;Rail Station;+01:00;Europe/Madrid;42.3506;-7.8731;EN;Ourense Rail Station
OUR;OUR;CM;Airport;+01:00;Africa/Douala;4.4708;14.3569;EN;Batouri
OUS;OUS;BR;Airport;-03:00;America/Araguaina;-22.9833;-49.8667;EN;Ourinhos Benedito Pimentel
OUT;OUT;TD;Airport;+01:00;Africa/Ndjamena;10.4833;16.7167;EN;Bousso
OUU;OUU;GA;Airport;+01:00;Africa/Libreville;-2.9833;10.3;EN;Ouanga
OUZ;OUZ;MR;Airport;+00:00;Africa/Nouakchott;22.7578;-12.4761;EN;Zouerate Tazadit
OVA;OVA;MG;Airport;+03:00;Indian/Antananarivo;-24.2333;45.3;EN;Bekily
OVB;OVB;RU;Airport;+07:00;Asia/Tomsk;55.0125;82.6506;EN;Novosibirsk
OVD;OVD;ES;Airport;+01:00;Europe/Madrid;43.5636;-6.0347;EN;Asturias
OVE;OVE;US;Airport;-08:00;America/Los_Angeles;39.4833;-121.6333;EN;Oroville Municipal
OVG;OVG;ZA;Airport;+02:00;Africa/Johannesburg;-34.5667;20.25;EN;Overberg Afb
OVI;OVI;ES;Rail Station;+01:00;Europe/Madrid;43.3661;-5.8547;EN;Oviedo Rail Station
