Departure;Arrival;OperatingCarrier;Equipment;Status
{'AirportCode': 'DEL', 'Scheduled': {'Date': '2023-03-24', 'Time': '02:05'}, 'Actual': {'Date': '2023-03-24', 'Time': '01:59'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-24', 'Time': '06:20'}, 'Actual': {'Date': '2023-03-24', 'Time': '06:19'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '147'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DMM', 'Scheduled': {'Date': '2023-03-24', 'Time': '00:15'}, 'Actual': {'Date': '2023-03-24', 'Time': '00:02'}, 'Terminal': {'Gate': '026'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'KWI', 'Scheduled': {'Date': '2023-03-24', 'Time': '01:20'}, 'Actual': {'Date': '2023-03-24', 'Time': '01:06'}, 'Terminal': {'Name': '1', 'Gate': '022'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '625'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DSS', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:50'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BRU', 'Scheduled': {'Date': '2023-03-24', 'Time': '05:05'}, 'Actual': {'Date': '2023-03-24', 'Time': '05:21'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'SN', 'FlightNumber': '206'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DXB', 'Scheduled': {'Date': '2023-03-24', 'Time': '01:50'}, 'Actual': {'Date': '2023-03-24', 'Time': '02:14'}, 'Terminal': {'Name': '1', 'Gate': 'D02'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-24', 'Time': '06:05'}, 'Actual': {'Date': '2023-03-24', 'Time': '06:16'}, 'Terminal': {'Name': '1', 'Gate': 'Z69A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '631'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'DXB', 'Scheduled': {'Date': '2023-03-24', 'Time': '02:00'}, 'Actual': {'Date': '2023-03-24', 'Time': '02:15'}, 'Terminal': {'Name': '1', 'Gate': 'D15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-24', 'Time': '06:10'}, 'Actual': {'Date': '2023-03-24', 'Time': '06:15'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '243'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'EBB', 'Scheduled': {'Date': '2023-03-24', 'Time': '00:20'}, 'Actual': {'Date': '2023-03-24', 'Time': '00:09'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BRU', 'Scheduled': {'Date': '2023-03-24', 'Time': '06:40'}, 'Actual': {'Date': '2023-03-24', 'Time': '06:26'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'SN', 'FlightNumber': '465'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'EWR', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:03'}, 'Terminal': {'Name': 'B', 'Gate': 'B62'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-24', 'Time': '10:20'}, 'Actual': {'Date': '2023-03-24', 'Time': '10:48'}, 'Terminal': {'Name': '2', 'Gate': 'H28'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '413'};{'AircraftCode': '359'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'EWR', 'Scheduled': {'Date': '2023-03-23', 'Time': '23:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:14'}, 'Terminal': {'Name': 'B', 'Gate': 'B67'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-24', 'Time': '11:40'}, 'Actual': {'Date': '2023-03-24', 'Time': '11:39'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '019'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:12'}, 'Terminal': {'Name': '1', 'Gate': 'A40'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DRS', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:10'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '216'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:03'}, 'Terminal': {'Name': '1', 'Gate': 'B41'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LHR', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:31'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '922'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:05'}, 'Terminal': {'Name': '1', 'Gate': 'A01'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CDG', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:21'}, 'Terminal': {'Name': '1', 'Gate': '062'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1050'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:01'}, 'Terminal': {'Name': '1', 'Gate': 'A20'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MRS', 'Scheduled': {'Date': '2023-03-23', 'Time': '23:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:46'}, 'Terminal': {'Name': '1A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1090'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:14'}, 'Terminal': {'Name': '1', 'Gate': 'A34'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LIN', 'Scheduled': {'Date': '2023-03-23', 'Time': '23:00'}, 'Estimated': {'Date': '2023-03-23', 'Time': '23:21'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:21'}, 'Status': {'Code': 'DL', 'Description': 'Flight Delayed'}};{'AirlineID': 'LH', 'FlightNumber': '278'};{'AircraftCode': '32A'};{'Code': 'DL', 'Description': 'Flight Delayed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:06'}, 'Terminal': {'Name': '1', 'Gate': 'A22'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CPH', 'Scheduled': {'Date': '2023-03-23', 'Time': '23:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:28'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '832'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:07'}, 'Terminal': {'Name': '1', 'Gate': 'B31'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BHX', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:34'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '958'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:18'}, 'Terminal': {'Name': '1', 'Gate': 'A60'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'KRK', 'Scheduled': {'Date': '2023-03-23', 'Time': '23:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:51'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1370'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:07'}, 'Terminal': {'Name': '1', 'Gate': 'C14'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'WDH', 'Scheduled': {'Date': '2023-03-24', 'Time': '09:05'}, 'Actual': {'Date': '2023-03-24', 'Time': '09:30'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '4Y', 'FlightNumber': '142'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:05'}, 'Terminal': {'Name': '1', 'Gate': 'A68'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'STR', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:59'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '136'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:15'}, 'Terminal': {'Name': '1', 'Gate': 'A15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LEJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:13'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '164'};{'AircraftCode': 'E90'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:06'}, 'Terminal': {'Name': '1', 'Gate': 'B23'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'GRU', 'Scheduled': {'Date': '2023-03-24', 'Time': '05:55'}, 'Actual': {'Date': '2023-03-24', 'Time': '05:47'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '506'};{'AircraftCode': '74H'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:02'}, 'Terminal': {'Name': '1', 'Gate': 'Z69'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'SIN', 'Scheduled': {'Date': '2023-03-24', 'Time': '17:00'}, 'Actual': {'Date': '2023-03-24', 'Time': '16:57'}, 'Terminal': {'Name': '2', 'Gate': 'F42'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '778'};{'AircraftCode': '74H'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:06'}, 'Terminal': {'Name': '1', 'Gate': 'B01'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'KTW', 'Scheduled': {'Date': '2023-03-23', 'Time': '23:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:38'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EN', 'FlightNumber': '8762'};{'AircraftCode': 'E90'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:07'}, 'Terminal': {'Name': '1', 'Gate': 'A52'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BRE', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:05'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '360'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:19'}, 'Terminal': {'Name': '1', 'Gate': 'Z23'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'JNB', 'Scheduled': {'Date': '2023-03-24', 'Time': '09:35'}, 'Actual': {'Date': '2023-03-24', 'Time': '10:05'}, 'Terminal': {'Name': 'A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '572'};{'AircraftCode': '74H'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:59'}, 'Terminal': {'Name': '1', 'Gate': 'B44'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CMN', 'Scheduled': {'Date': '2023-03-24', 'Time': '00:25'}, 'Actual': {'Date': '2023-03-24', 'Time': '00:47'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1330'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:00'}, 'Terminal': {'Name': '1', 'Gate': 'SQAIR'}, 'Status': {'Code': 'NO', 'Description': 'No Status'}};{'AirportCode': 'XER', 'Scheduled': {'Date': '2023-03-24', 'Time': '00:30'}, 'Status': {'Code': 'NO', 'Description': 'No Status'}};{'AirlineID': 'YY', 'FlightNumber': '3762'};{'AircraftCode': 'BUS'};{'Code': 'NA', 'Description': 'No Status'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:10'}, 'Terminal': {'Name': '1', 'Gate': 'A21'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HAJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:04'}, 'Terminal': {'Gate': 'A05'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '058'};{'AircraftCode': '32M'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:07'}, 'Terminal': {'Name': '1', 'Gate': 'A03'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FMO', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:53'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '068'};{'AircraftCode': 'CR9'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:12'}, 'Terminal': {'Name': '1', 'Gate': 'B20'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MAN', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:59'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '948'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:17'}, 'Terminal': {'Name': '1', 'Gate': 'B28'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'EZE', 'Scheduled': {'Date': '2023-03-24', 'Time': '08:05'}, 'Actual': {'Date': '2023-03-24', 'Time': '07:59'}, 'Terminal': {'Name': 'A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '510'};{'AircraftCode': '74H'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:36'}, 'Terminal': {'Name': '1', 'Gate': 'B33'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'TUN', 'Scheduled': {'Date': '2023-03-24', 'Time': '00:35'}, 'Actual': {'Date': '2023-03-24', 'Time': '00:46'}, 'Terminal': {'Name': 'M'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1326'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:21'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:28'}, 'Terminal': {'Name': 'Station', 'Gate': 'T06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QDU', 'Scheduled': {'Date': '2023-03-23', 'Time': '23:57'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:59'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3496'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '23:00'}, 'Terminal': {'Name': 'Station', 'Gate': 'T05'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZWS', 'Scheduled': {'Date': '2023-03-24', 'Time': '00:14'}, 'Actual': {'Date': '2023-03-24', 'Time': '00:25'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3566'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
